sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_363,363,1,4,BackEnd Design FrontEnd
RandomTask_209,209,1,9,BackEnd
RandomTask_400,400,1,1,BackEnd FrontEnd
RandomTask_286,286,1,5,Design
RandomTask_297,297,1,8,Design FrontEnd
RandomTask_158,158,1,10,Design
RandomTask_261,261,1,6,Design
RandomTask_364,364,1,2,BackEnd FrontEnd
RandomTask_161,161,1,7,BackEnd FrontEnd
RandomTask_30,30,1,7,BackEnd FrontEnd
RandomTask_79,79,1,2,Design FrontEnd
RandomTask_35,35,1,2,BackEnd FrontEnd
RandomTask_336,336,1,3,BackEnd FrontEnd
RandomTask_10,10,1,8,Design
RandomTask_376,376,1,8,BackEnd Design FrontEnd
RandomTask_156,156,1,5,BackEnd FrontEnd
RandomTask_318,318,1,6,BackEnd FrontEnd
RandomTask_227,227,1,5,BackEnd FrontEnd
RandomTask_295,295,1,7,BackEnd
RandomTask_349,349,1,6,BackEnd Design
RandomTask_331,331,1,2,BackEnd FrontEnd
RandomTask_43,43,1,4,BackEnd
RandomTask_298,298,1,2,BackEnd FrontEnd
RandomTask_271,271,1,5,BackEnd Design
RandomTask_95,95,1,2,Design
RandomTask_375,375,1,9,BackEnd FrontEnd
RandomTask_268,268,1,7,BackEnd Design FrontEnd
RandomTask_294,294,1,10,BackEnd Design
RandomTask_247,247,1,7,BackEnd
RandomTask_31,31,1,2,BackEnd FrontEnd
RandomTask_16,16,1,9,BackEnd FrontEnd
RandomTask_167,167,1,4,Design FrontEnd
RandomTask_89,89,1,2,BackEnd Design FrontEnd
RandomTask_46,46,1,7,BackEnd
RandomTask_103,103,1,5,Design
RandomTask_64,64,1,5,BackEnd Design
RandomTask_140,140,1,10,BackEnd Design FrontEnd
RandomTask_347,347,1,5,FrontEnd
RandomTask_91,91,1,1,Design FrontEnd
RandomTask_342,342,1,1,Design
