sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_116,116,1,10,FrontEnd
RandomTask_388,388,1,1,BackEnd
RandomTask_382,382,1,7,BackEnd
RandomTask_322,322,1,1,BackEnd FrontEnd
RandomTask_279,279,1,8,FrontEnd
RandomTask_212,212,1,10,BackEnd
RandomTask_350,350,1,2,Design FrontEnd
RandomTask_304,304,1,8,FrontEnd
RandomTask_361,361,1,10,BackEnd Design FrontEnd
RandomTask_360,360,1,3,BackEnd FrontEnd
RandomTask_10,10,1,8,Design
RandomTask_332,332,1,5,BackEnd
RandomTask_272,272,1,9,Design FrontEnd
RandomTask_210,210,1,3,BackEnd Design
RandomTask_380,380,1,9,BackEnd FrontEnd
RandomTask_41,41,1,6,FrontEnd
RandomTask_80,80,1,10,BackEnd FrontEnd
RandomTask_243,243,1,3,FrontEnd
RandomTask_126,126,1,2,BackEnd Design FrontEnd
RandomTask_164,164,1,3,BackEnd
RandomTask_324,324,1,1,BackEnd
RandomTask_12,12,1,5,BackEnd Design
RandomTask_348,348,1,6,FrontEnd
RandomTask_85,85,1,2,BackEnd
RandomTask_190,190,1,5,BackEnd
RandomTask_86,86,1,10,BackEnd
RandomTask_109,109,1,9,BackEnd Design FrontEnd
RandomTask_201,201,1,5,FrontEnd
RandomTask_100,100,1,6,FrontEnd
RandomTask_213,213,1,4,Design FrontEnd
RandomTask_385,385,1,7,Design FrontEnd
RandomTask_329,329,1,4,BackEnd FrontEnd
RandomTask_219,219,1,1,BackEnd Design
RandomTask_303,303,1,10,Design
RandomTask_282,282,1,4,BackEnd FrontEnd
RandomTask_342,342,1,1,Design
RandomTask_359,359,1,2,BackEnd FrontEnd
RandomTask_267,267,1,1,BackEnd
RandomTask_202,202,1,2,BackEnd
RandomTask_288,288,1,10,BackEnd
RandomTask_276,276,1,10,Design FrontEnd
RandomTask_352,352,1,1,BackEnd Design
RandomTask_200,200,1,5,BackEnd
RandomTask_37,37,1,6,BackEnd
RandomTask_11,11,1,10,BackEnd FrontEnd
RandomTask_268,268,1,7,BackEnd Design FrontEnd
RandomTask_147,147,1,8,Design
RandomTask_349,349,1,6,BackEnd Design
RandomTask_345,345,1,6,BackEnd Design FrontEnd
RandomTask_25,25,1,4,BackEnd
