sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_296,296,1,9,BackEnd
RandomTask_147,147,1,8,Design
RandomTask_286,286,1,5,Design
RandomTask_269,269,1,3,Design
RandomTask_197,197,1,2,BackEnd Design
RandomTask_70,70,1,5,BackEnd FrontEnd
RandomTask_151,151,1,6,BackEnd FrontEnd
RandomTask_353,353,1,3,BackEnd
RandomTask_16,16,1,9,BackEnd FrontEnd
RandomTask_45,45,1,9,BackEnd Design
RandomTask_334,334,1,10,BackEnd FrontEnd
RandomTask_234,234,1,3,FrontEnd
RandomTask_356,356,1,10,BackEnd FrontEnd
RandomTask_53,53,1,3,Design
RandomTask_354,354,1,3,Design FrontEnd
RandomTask_301,301,1,6,BackEnd FrontEnd
RandomTask_166,166,1,7,BackEnd FrontEnd
RandomTask_30,30,1,7,BackEnd FrontEnd
RandomTask_206,206,1,4,BackEnd
RandomTask_174,174,1,7,BackEnd
RandomTask_398,398,1,7,FrontEnd
RandomTask_333,333,1,6,FrontEnd
RandomTask_365,365,1,3,BackEnd FrontEnd
RandomTask_305,305,1,1,Design FrontEnd
RandomTask_188,188,1,7,Design FrontEnd
RandomTask_288,288,1,10,BackEnd
RandomTask_125,125,1,3,BackEnd
RandomTask_176,176,1,10,Design FrontEnd
RandomTask_154,154,1,3,FrontEnd
RandomTask_387,387,1,2,BackEnd Design FrontEnd
