sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_284,284,1,10,BackEnd Design FrontEnd
RandomTask_334,334,1,10,BackEnd FrontEnd
RandomTask_272,272,1,9,Design FrontEnd
RandomTask_160,160,1,9,Design
RandomTask_312,312,1,4,BackEnd Design FrontEnd
RandomTask_84,84,1,6,BackEnd Design
RandomTask_315,315,1,3,FrontEnd
RandomTask_391,391,1,2,Design
RandomTask_392,392,1,9,FrontEnd
RandomTask_165,165,1,7,Design
RandomTask_187,187,1,3,BackEnd FrontEnd
RandomTask_75,75,1,5,BackEnd
RandomTask_260,260,1,3,Design
RandomTask_141,141,1,8,Design
RandomTask_264,264,1,7,BackEnd FrontEnd
RandomTask_237,237,1,3,BackEnd
RandomTask_326,326,1,2,FrontEnd
RandomTask_50,50,1,9,BackEnd Design FrontEnd
RandomTask_52,52,1,1,BackEnd Design FrontEnd
RandomTask_192,192,1,6,BackEnd Design
RandomTask_116,116,1,10,FrontEnd
RandomTask_329,329,1,4,BackEnd FrontEnd
RandomTask_291,291,1,4,BackEnd Design FrontEnd
RandomTask_270,270,1,8,BackEnd Design
