sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_34,34,1,8,BackEnd Design FrontEnd
RandomTask_197,197,1,2,BackEnd Design
RandomTask_144,144,1,10,Design FrontEnd
RandomTask_63,63,1,5,BackEnd FrontEnd
RandomTask_228,228,1,2,Design FrontEnd
RandomTask_138,138,1,3,BackEnd Design FrontEnd
RandomTask_8,8,1,2,Design FrontEnd
RandomTask_35,35,1,2,BackEnd FrontEnd
RandomTask_188,188,1,7,Design FrontEnd
RandomTask_110,110,1,6,Design
RandomTask_56,56,1,6,Design FrontEnd
RandomTask_367,367,1,8,Design FrontEnd
RandomTask_214,214,1,6,BackEnd Design
RandomTask_250,250,1,9,BackEnd Design FrontEnd
RandomTask_165,165,1,7,Design
RandomTask_370,370,1,6,BackEnd Design
RandomTask_41,41,1,6,FrontEnd
RandomTask_176,176,1,10,Design FrontEnd
RandomTask_212,212,1,10,BackEnd
RandomTask_346,346,1,8,FrontEnd
RandomTask_105,105,1,8,BackEnd Design FrontEnd
RandomTask_154,154,1,3,FrontEnd
RandomTask_71,71,1,5,BackEnd
RandomTask_339,339,1,6,Design FrontEnd
RandomTask_168,168,1,6,Design FrontEnd
RandomTask_264,264,1,7,BackEnd FrontEnd
RandomTask_9,9,1,6,BackEnd Design FrontEnd
RandomTask_272,272,1,9,Design FrontEnd
RandomTask_291,291,1,4,BackEnd Design FrontEnd
RandomTask_130,130,1,6,BackEnd FrontEnd
RandomTask_82,82,1,10,Design
RandomTask_74,74,1,7,BackEnd Design
RandomTask_119,119,1,5,Design
