sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_83,83,1,3,BackEnd Design
RandomTask_216,216,1,6,BackEnd FrontEnd
RandomTask_386,386,1,5,BackEnd
RandomTask_105,105,1,8,BackEnd Design FrontEnd
RandomTask_45,45,1,9,BackEnd Design
RandomTask_73,73,1,10,Design FrontEnd
RandomTask_189,189,1,6,BackEnd Design FrontEnd
RandomTask_300,300,1,3,BackEnd
RandomTask_148,148,1,4,Design FrontEnd
RandomTask_53,53,1,3,Design
RandomTask_110,110,1,6,Design
RandomTask_100,100,1,6,FrontEnd
RandomTask_183,183,1,9,FrontEnd
RandomTask_289,289,1,2,BackEnd
RandomTask_225,225,1,8,Design FrontEnd
RandomTask_241,241,1,4,BackEnd Design
RandomTask_210,210,1,3,BackEnd Design
RandomTask_57,57,1,4,BackEnd Design FrontEnd
RandomTask_228,228,1,2,Design FrontEnd
RandomTask_253,253,1,9,FrontEnd
RandomTask_222,222,1,10,BackEnd
RandomTask_7,7,1,6,Design
RandomTask_81,81,1,5,BackEnd Design FrontEnd
RandomTask_62,62,1,10,Design
RandomTask_22,22,1,3,BackEnd FrontEnd
RandomTask_256,256,1,10,BackEnd Design
RandomTask_69,69,1,5,Design FrontEnd
RandomTask_296,296,1,9,BackEnd
RandomTask_236,236,1,5,Design FrontEnd
RandomTask_127,127,1,2,Design FrontEnd
RandomTask_290,290,1,9,BackEnd Design FrontEnd
RandomTask_395,395,1,3,Design
