sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_100,100,1,6,FrontEnd
RandomTask_164,164,1,3,BackEnd
RandomTask_139,139,1,3,BackEnd
RandomTask_52,52,1,1,BackEnd Design FrontEnd
RandomTask_228,228,1,2,Design FrontEnd
RandomTask_262,262,1,7,Design FrontEnd
RandomTask_369,369,1,6,FrontEnd
RandomTask_199,199,1,8,BackEnd Design
RandomTask_237,237,1,3,BackEnd
RandomTask_104,104,1,7,BackEnd FrontEnd
RandomTask_371,371,1,1,BackEnd Design
RandomTask_251,251,1,8,BackEnd Design FrontEnd
RandomTask_359,359,1,2,BackEnd FrontEnd
RandomTask_389,389,1,3,Design FrontEnd
RandomTask_34,34,1,8,BackEnd Design FrontEnd
RandomTask_281,281,1,3,BackEnd Design FrontEnd
RandomTask_337,337,1,3,BackEnd FrontEnd
RandomTask_301,301,1,6,BackEnd FrontEnd
RandomTask_387,387,1,2,BackEnd Design FrontEnd
RandomTask_358,358,1,3,Design FrontEnd
RandomTask_116,116,1,10,FrontEnd
RandomTask_257,257,1,9,Design
RandomTask_246,246,1,5,BackEnd
RandomTask_193,193,1,4,Design FrontEnd
RandomTask_383,383,1,6,Design
RandomTask_17,17,1,10,Design FrontEnd
RandomTask_214,214,1,6,BackEnd Design
RandomTask_365,365,1,3,BackEnd FrontEnd
RandomTask_83,83,1,3,BackEnd Design
RandomTask_286,286,1,5,Design
RandomTask_153,153,1,4,BackEnd Design
RandomTask_316,316,1,4,BackEnd FrontEnd
RandomTask_232,232,1,3,BackEnd Design FrontEnd
RandomTask_312,312,1,4,BackEnd Design FrontEnd
RandomTask_179,179,1,4,Design
RandomTask_59,59,1,1,FrontEnd
RandomTask_9,9,1,6,BackEnd Design FrontEnd
RandomTask_176,176,1,10,Design FrontEnd
RandomTask_79,79,1,2,Design FrontEnd
RandomTask_196,196,1,1,FrontEnd
RandomTask_197,197,1,2,BackEnd Design
RandomTask_274,274,1,4,BackEnd
RandomTask_170,170,1,4,BackEnd Design
RandomTask_101,101,1,6,BackEnd
RandomTask_354,354,1,3,Design FrontEnd
RandomTask_24,24,1,1,Design
