sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_54,54,1,1,6,FrontEnd
RandomTask_48,48,1,1,4,FrontEnd Design
RandomTask_52,52,1,1,3,BackEnd FrontEnd Design
RandomTask_53,53,1,3,1,Design
RandomTask_32,32,1,4,2,Design
RandomTask_41,41,1,6,7,FrontEnd
RandomTask_35,35,1,2,6,BackEnd FrontEnd
RandomTask_36,36,1,3,3,BackEnd
RandomTask_51,51,1,6,4,FrontEnd
RandomTask_39,39,1,5,2,BackEnd Design
RandomTask_38,38,1,6,7,FrontEnd Design
RandomTask_37,37,1,6,3,BackEnd
RandomTask_46,46,1,7,4,BackEnd
RandomTask_43,43,1,4,1,BackEnd
RandomTask_40,40,1,6,7,BackEnd FrontEnd Design
RandomTask_33,33,1,8,2,BackEnd
RandomTask_49,49,1,9,4,BackEnd FrontEnd
RandomTask_42,42,1,5,6,BackEnd
RandomTask_47,47,1,10,3,BackEnd
RandomTask_45,45,1,9,1,BackEnd Design
RandomTask_34,34,1,8,2,BackEnd FrontEnd Design
RandomTask_44,44,1,10,7,FrontEnd Design
RandomTask_50,50,1,9,4,BackEnd FrontEnd Design
