sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_225,225,1,8,Design FrontEnd
RandomTask_241,241,1,4,BackEnd Design
RandomTask_210,210,1,3,BackEnd Design
RandomTask_57,57,1,4,BackEnd Design FrontEnd
RandomTask_228,228,1,2,Design FrontEnd
RandomTask_253,253,1,9,FrontEnd
RandomTask_222,222,1,10,BackEnd
RandomTask_7,7,1,6,Design
RandomTask_81,81,1,5,BackEnd Design FrontEnd
RandomTask_62,62,1,10,Design
RandomTask_22,22,1,3,BackEnd FrontEnd
RandomTask_256,256,1,10,BackEnd Design
RandomTask_69,69,1,5,Design FrontEnd
RandomTask_296,296,1,9,BackEnd
RandomTask_236,236,1,5,Design FrontEnd
RandomTask_127,127,1,2,Design FrontEnd
RandomTask_290,290,1,9,BackEnd Design FrontEnd
RandomTask_395,395,1,3,Design
RandomTask_184,184,1,7,BackEnd FrontEnd
RandomTask_41,41,1,6,FrontEnd
RandomTask_176,176,1,10,Design FrontEnd
RandomTask_152,152,1,1,FrontEnd
RandomTask_23,23,1,10,Design
RandomTask_37,37,1,6,BackEnd
RandomTask_90,90,1,4,FrontEnd
RandomTask_94,94,1,8,FrontEnd
RandomTask_179,179,1,4,Design
RandomTask_328,328,1,5,BackEnd
RandomTask_354,354,1,3,Design FrontEnd
RandomTask_137,137,1,4,Design FrontEnd
RandomTask_282,282,1,4,BackEnd FrontEnd
RandomTask_249,249,1,9,BackEnd
RandomTask_168,168,1,6,Design FrontEnd
RandomTask_207,207,1,7,Design FrontEnd
