sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_77,77,1,7,FrontEnd
RandomTask_342,342,1,1,Design
RandomTask_227,227,1,5,BackEnd FrontEnd
RandomTask_240,240,1,2,BackEnd FrontEnd
RandomTask_27,27,1,4,FrontEnd
RandomTask_138,138,1,3,BackEnd Design FrontEnd
RandomTask_223,223,1,9,BackEnd Design
RandomTask_311,311,1,5,FrontEnd
RandomTask_252,252,1,5,BackEnd Design FrontEnd
RandomTask_224,224,1,10,Design
RandomTask_189,189,1,6,BackEnd Design FrontEnd
RandomTask_260,260,1,3,Design
RandomTask_3,3,1,7,Design
RandomTask_370,370,1,6,BackEnd Design
RandomTask_116,116,1,10,FrontEnd
RandomTask_291,291,1,4,BackEnd Design FrontEnd
RandomTask_35,35,1,2,BackEnd FrontEnd
RandomTask_205,205,1,9,BackEnd
RandomTask_357,357,1,9,Design
RandomTask_54,54,1,1,FrontEnd
RandomTask_67,67,1,2,BackEnd Design FrontEnd
RandomTask_65,65,1,4,Design
RandomTask_32,32,1,4,Design
RandomTask_219,219,1,1,BackEnd Design
RandomTask_159,159,1,7,Design
RandomTask_263,263,1,2,BackEnd Design
RandomTask_360,360,1,3,BackEnd FrontEnd
RandomTask_62,62,1,10,Design
RandomTask_228,228,1,2,Design FrontEnd
RandomTask_293,293,1,5,BackEnd FrontEnd
