sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_189,189,1,6,BackEnd Design FrontEnd
RandomTask_136,136,1,3,FrontEnd
RandomTask_293,293,1,5,BackEnd FrontEnd
RandomTask_322,322,1,1,BackEnd FrontEnd
RandomTask_304,304,1,8,FrontEnd
RandomTask_201,201,1,5,FrontEnd
RandomTask_107,107,1,6,FrontEnd
RandomTask_358,358,1,3,Design FrontEnd
RandomTask_326,326,1,2,FrontEnd
RandomTask_334,334,1,10,BackEnd FrontEnd
RandomTask_291,291,1,4,BackEnd Design FrontEnd
RandomTask_299,299,1,8,Design
RandomTask_18,18,1,1,BackEnd Design FrontEnd
RandomTask_108,108,1,10,BackEnd Design FrontEnd
RandomTask_279,279,1,8,FrontEnd
RandomTask_28,28,1,6,BackEnd FrontEnd
RandomTask_343,343,1,9,BackEnd FrontEnd
RandomTask_75,75,1,5,BackEnd
RandomTask_389,389,1,3,Design FrontEnd
RandomTask_280,280,1,3,Design
RandomTask_345,345,1,6,BackEnd Design FrontEnd
RandomTask_353,353,1,3,BackEnd
RandomTask_265,265,1,6,FrontEnd
RandomTask_248,248,1,1,BackEnd Design
RandomTask_109,109,1,9,BackEnd Design FrontEnd
RandomTask_266,266,1,9,FrontEnd
RandomTask_15,15,1,8,BackEnd Design
RandomTask_214,214,1,6,BackEnd Design
RandomTask_48,48,1,1,Design FrontEnd
RandomTask_124,124,1,7,BackEnd
RandomTask_348,348,1,6,FrontEnd
RandomTask_11,11,1,10,BackEnd FrontEnd
RandomTask_168,168,1,6,Design FrontEnd
RandomTask_110,110,1,6,Design
RandomTask_40,40,1,6,BackEnd Design FrontEnd
RandomTask_80,80,1,10,BackEnd FrontEnd
RandomTask_68,68,1,7,BackEnd Design
