sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_140,140,1,10,BackEnd Design FrontEnd
RandomTask_185,185,1,3,FrontEnd
RandomTask_219,219,1,1,BackEnd Design
RandomTask_70,70,1,5,BackEnd FrontEnd
RandomTask_16,16,1,9,BackEnd FrontEnd
RandomTask_208,208,1,2,Design
RandomTask_236,236,1,5,Design FrontEnd
RandomTask_43,43,1,4,BackEnd
RandomTask_274,274,1,4,BackEnd
RandomTask_387,387,1,2,BackEnd Design FrontEnd
RandomTask_49,49,1,9,BackEnd FrontEnd
RandomTask_338,338,1,5,FrontEnd
RandomTask_56,56,1,6,Design FrontEnd
RandomTask_50,50,1,9,BackEnd Design FrontEnd
RandomTask_225,225,1,8,Design FrontEnd
RandomTask_340,340,1,10,Design
RandomTask_96,96,1,7,BackEnd Design FrontEnd
RandomTask_120,120,1,6,BackEnd Design FrontEnd
RandomTask_61,61,1,9,BackEnd Design
RandomTask_329,329,1,4,BackEnd FrontEnd
RandomTask_122,122,1,1,BackEnd FrontEnd
RandomTask_134,134,1,3,BackEnd FrontEnd
RandomTask_167,167,1,4,Design FrontEnd
RandomTask_211,211,1,2,Design FrontEnd
RandomTask_123,123,1,10,Design
RandomTask_222,222,1,10,BackEnd
RandomTask_342,342,1,1,Design
RandomTask_173,173,1,3,Design
RandomTask_246,246,1,5,BackEnd
RandomTask_260,260,1,3,Design
RandomTask_316,316,1,4,BackEnd FrontEnd
RandomTask_325,325,1,5,BackEnd Design
RandomTask_239,239,1,10,Design
RandomTask_115,115,1,10,BackEnd Design FrontEnd
RandomTask_277,277,1,4,BackEnd Design
RandomTask_253,253,1,9,FrontEnd
