sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_344,344,1,10,BackEnd Design
RandomTask_237,237,1,3,BackEnd
RandomTask_181,181,1,8,BackEnd
RandomTask_288,288,1,10,BackEnd
RandomTask_204,204,1,1,BackEnd Design
RandomTask_271,271,1,5,BackEnd Design
RandomTask_373,373,1,5,Design
RandomTask_188,188,1,7,Design FrontEnd
RandomTask_46,46,1,7,BackEnd
RandomTask_154,154,1,3,FrontEnd
RandomTask_313,313,1,5,BackEnd Design FrontEnd
RandomTask_102,102,1,9,Design
RandomTask_192,192,1,6,BackEnd Design
RandomTask_377,377,1,5,BackEnd Design FrontEnd
RandomTask_69,69,1,5,Design FrontEnd
RandomTask_174,174,1,7,BackEnd
RandomTask_359,359,1,2,BackEnd FrontEnd
RandomTask_22,22,1,3,BackEnd FrontEnd
RandomTask_323,323,1,4,BackEnd FrontEnd
RandomTask_305,305,1,1,Design FrontEnd
RandomTask_238,238,1,3,BackEnd Design FrontEnd
RandomTask_256,256,1,10,BackEnd Design
RandomTask_370,370,1,6,BackEnd Design
RandomTask_83,83,1,3,BackEnd Design
RandomTask_317,317,1,6,Design FrontEnd
RandomTask_194,194,1,5,Design FrontEnd
RandomTask_44,44,1,10,Design FrontEnd
RandomTask_111,111,1,4,FrontEnd
RandomTask_263,263,1,2,BackEnd Design
RandomTask_314,314,1,1,BackEnd Design FrontEnd
RandomTask_30,30,1,7,BackEnd FrontEnd
RandomTask_51,51,1,6,FrontEnd
RandomTask_365,365,1,3,BackEnd FrontEnd
RandomTask_319,319,1,5,Design FrontEnd
RandomTask_199,199,1,8,BackEnd Design
RandomTask_81,81,1,5,BackEnd Design FrontEnd
RandomTask_121,121,1,9,BackEnd Design FrontEnd
RandomTask_230,230,1,9,BackEnd FrontEnd
RandomTask_307,307,1,3,BackEnd Design
RandomTask_27,27,1,4,FrontEnd
RandomTask_72,72,1,5,Design FrontEnd
