sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_398,398,1,7,FrontEnd
RandomTask_117,117,1,1,FrontEnd
RandomTask_70,70,1,5,BackEnd FrontEnd
RandomTask_87,87,1,9,Design
RandomTask_170,170,1,4,BackEnd Design
RandomTask_173,173,1,3,Design
RandomTask_302,302,1,2,Design
RandomTask_276,276,1,10,Design FrontEnd
RandomTask_78,78,1,9,FrontEnd
RandomTask_28,28,1,6,BackEnd FrontEnd
RandomTask_230,230,1,9,BackEnd FrontEnd
RandomTask_274,274,1,4,BackEnd
RandomTask_381,381,1,3,Design
RandomTask_135,135,1,10,BackEnd Design
RandomTask_17,17,1,10,Design FrontEnd
RandomTask_124,124,1,7,BackEnd
RandomTask_131,131,1,3,FrontEnd
RandomTask_190,190,1,5,BackEnd
RandomTask_92,92,1,8,Design
RandomTask_195,195,1,9,FrontEnd
RandomTask_259,259,1,9,BackEnd Design
RandomTask_55,55,1,7,BackEnd
RandomTask_12,12,1,5,BackEnd Design
RandomTask_182,182,1,3,BackEnd
RandomTask_34,34,1,8,BackEnd Design FrontEnd
RandomTask_344,344,1,10,BackEnd Design
RandomTask_97,97,1,3,Design
RandomTask_321,321,1,1,BackEnd FrontEnd
RandomTask_196,196,1,1,FrontEnd
RandomTask_86,86,1,10,BackEnd
RandomTask_213,213,1,4,Design FrontEnd
RandomTask_246,246,1,5,BackEnd
