sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_181,181,1,8,BackEnd
RandomTask_154,154,1,3,FrontEnd
RandomTask_368,368,1,1,BackEnd Design
RandomTask_376,376,1,8,BackEnd Design FrontEnd
RandomTask_6,6,1,6,BackEnd
RandomTask_347,347,1,5,FrontEnd
RandomTask_23,23,1,10,Design
RandomTask_389,389,1,3,Design FrontEnd
RandomTask_170,170,1,4,BackEnd Design
RandomTask_273,273,1,1,Design
RandomTask_319,319,1,5,Design FrontEnd
RandomTask_89,89,1,2,BackEnd Design FrontEnd
RandomTask_172,172,1,10,Design FrontEnd
RandomTask_156,156,1,5,BackEnd FrontEnd
RandomTask_387,387,1,2,BackEnd Design FrontEnd
RandomTask_5,5,1,6,FrontEnd
RandomTask_71,71,1,5,BackEnd
RandomTask_328,328,1,5,BackEnd
RandomTask_280,280,1,3,Design
RandomTask_13,13,1,1,BackEnd FrontEnd
RandomTask_275,275,1,3,BackEnd
RandomTask_162,162,1,1,BackEnd Design FrontEnd
RandomTask_157,157,1,8,BackEnd
RandomTask_337,337,1,3,BackEnd FrontEnd
