sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_355,355,1,5,Design
RandomTask_50,50,1,9,BackEnd Design FrontEnd
RandomTask_334,334,1,10,BackEnd FrontEnd
RandomTask_322,322,1,1,BackEnd FrontEnd
RandomTask_120,120,1,6,BackEnd Design FrontEnd
RandomTask_22,22,1,3,BackEnd FrontEnd
RandomTask_291,291,1,4,BackEnd Design FrontEnd
RandomTask_205,205,1,9,BackEnd
RandomTask_379,379,1,1,BackEnd Design
RandomTask_307,307,1,3,BackEnd Design
RandomTask_121,121,1,9,BackEnd Design FrontEnd
RandomTask_97,97,1,3,Design
RandomTask_350,350,1,2,Design FrontEnd
RandomTask_255,255,1,7,FrontEnd
RandomTask_262,262,1,7,Design FrontEnd
RandomTask_8,8,1,2,Design FrontEnd
RandomTask_271,271,1,5,BackEnd Design
RandomTask_320,320,1,6,BackEnd Design FrontEnd
RandomTask_297,297,1,8,Design FrontEnd
RandomTask_311,311,1,5,FrontEnd
RandomTask_247,247,1,7,BackEnd
RandomTask_319,319,1,5,Design FrontEnd
RandomTask_272,272,1,9,Design FrontEnd
RandomTask_365,365,1,3,BackEnd FrontEnd
RandomTask_398,398,1,7,FrontEnd
RandomTask_306,306,1,2,BackEnd
RandomTask_277,277,1,4,BackEnd Design
RandomTask_185,185,1,3,FrontEnd
RandomTask_86,86,1,10,BackEnd
RandomTask_400,400,1,1,BackEnd FrontEnd
RandomTask_60,60,1,10,Design
RandomTask_100,100,1,6,FrontEnd
RandomTask_35,35,1,2,BackEnd FrontEnd
RandomTask_360,360,1,3,BackEnd FrontEnd
RandomTask_192,192,1,6,BackEnd Design
RandomTask_197,197,1,2,BackEnd Design
RandomTask_375,375,1,9,BackEnd FrontEnd
RandomTask_171,171,1,6,FrontEnd
RandomTask_282,282,1,4,BackEnd FrontEnd
RandomTask_343,343,1,9,BackEnd FrontEnd
RandomTask_141,141,1,8,Design
RandomTask_234,234,1,3,FrontEnd
RandomTask_258,258,1,1,Design
RandomTask_267,267,1,1,BackEnd
RandomTask_194,194,1,5,Design FrontEnd
RandomTask_18,18,1,1,BackEnd Design FrontEnd
RandomTask_88,88,1,5,Design
RandomTask_163,163,1,7,BackEnd Design
RandomTask_61,61,1,9,BackEnd Design
RandomTask_240,240,1,2,BackEnd FrontEnd
RandomTask_356,356,1,10,BackEnd FrontEnd
RandomTask_199,199,1,8,BackEnd Design
RandomTask_391,391,1,2,Design
RandomTask_107,107,1,6,FrontEnd
