sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_252,252,1,5,BackEnd Design FrontEnd
RandomTask_81,81,1,5,BackEnd Design FrontEnd
RandomTask_67,67,1,2,BackEnd Design FrontEnd
RandomTask_264,264,1,7,BackEnd FrontEnd
RandomTask_207,207,1,7,Design FrontEnd
RandomTask_315,315,1,3,FrontEnd
RandomTask_15,15,1,8,BackEnd Design
RandomTask_159,159,1,7,Design
RandomTask_260,260,1,3,Design
RandomTask_44,44,1,10,Design FrontEnd
RandomTask_39,39,1,5,BackEnd Design
RandomTask_386,386,1,5,BackEnd
RandomTask_32,32,1,4,Design
