sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_349,349,1,6,BackEnd Design
RandomTask_345,345,1,6,BackEnd Design FrontEnd
RandomTask_25,25,1,4,BackEnd
RandomTask_394,394,1,3,FrontEnd
RandomTask_366,366,1,5,Design FrontEnd
RandomTask_148,148,1,4,Design FrontEnd
RandomTask_175,175,1,4,Design FrontEnd
RandomTask_186,186,1,7,BackEnd Design FrontEnd
RandomTask_127,127,1,2,Design FrontEnd
RandomTask_150,150,1,1,Design FrontEnd
RandomTask_134,134,1,3,BackEnd FrontEnd
RandomTask_87,87,1,9,Design
RandomTask_299,299,1,8,Design
RandomTask_362,362,1,10,Design
RandomTask_346,346,1,8,FrontEnd
RandomTask_183,183,1,9,FrontEnd
RandomTask_244,244,1,10,FrontEnd
RandomTask_24,24,1,1,Design
RandomTask_344,344,1,10,BackEnd Design
RandomTask_146,146,1,6,Design
RandomTask_325,325,1,5,BackEnd Design
RandomTask_181,181,1,8,BackEnd
RandomTask_154,154,1,3,FrontEnd
RandomTask_368,368,1,1,BackEnd Design
RandomTask_376,376,1,8,BackEnd Design FrontEnd
RandomTask_6,6,1,6,BackEnd
RandomTask_347,347,1,5,FrontEnd
RandomTask_23,23,1,10,Design
RandomTask_389,389,1,3,Design FrontEnd
RandomTask_170,170,1,4,BackEnd Design
RandomTask_273,273,1,1,Design
RandomTask_319,319,1,5,Design FrontEnd
RandomTask_89,89,1,2,BackEnd Design FrontEnd
RandomTask_172,172,1,10,Design FrontEnd
RandomTask_156,156,1,5,BackEnd FrontEnd
RandomTask_387,387,1,2,BackEnd Design FrontEnd
RandomTask_5,5,1,6,FrontEnd
RandomTask_71,71,1,5,BackEnd
RandomTask_328,328,1,5,BackEnd
RandomTask_280,280,1,3,Design
RandomTask_13,13,1,1,BackEnd FrontEnd
RandomTask_275,275,1,3,BackEnd
RandomTask_162,162,1,1,BackEnd Design FrontEnd
RandomTask_157,157,1,8,BackEnd
RandomTask_337,337,1,3,BackEnd FrontEnd
