sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_230,230,1,9,BackEnd FrontEnd
RandomTask_57,57,1,4,BackEnd Design FrontEnd
RandomTask_98,98,1,6,BackEnd FrontEnd
RandomTask_345,345,1,6,BackEnd Design FrontEnd
RandomTask_192,192,1,6,BackEnd Design
RandomTask_21,21,1,5,FrontEnd
RandomTask_334,334,1,10,BackEnd FrontEnd
RandomTask_18,18,1,1,BackEnd Design FrontEnd
RandomTask_128,128,1,6,BackEnd Design FrontEnd
RandomTask_123,123,1,10,Design
RandomTask_77,77,1,7,FrontEnd
RandomTask_392,392,1,9,FrontEnd
RandomTask_355,355,1,5,Design
RandomTask_175,175,1,4,Design FrontEnd
RandomTask_184,184,1,7,BackEnd FrontEnd
RandomTask_358,358,1,3,Design FrontEnd
RandomTask_321,321,1,1,BackEnd FrontEnd
RandomTask_228,228,1,2,Design FrontEnd
RandomTask_125,125,1,3,BackEnd
RandomTask_36,36,1,3,BackEnd
RandomTask_37,37,1,6,BackEnd
RandomTask_329,329,1,4,BackEnd FrontEnd
RandomTask_222,222,1,10,BackEnd
RandomTask_336,336,1,3,BackEnd FrontEnd
RandomTask_216,216,1,6,BackEnd FrontEnd
