sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_136,136,1,3,FrontEnd
RandomTask_230,230,1,9,BackEnd FrontEnd
RandomTask_234,234,1,3,FrontEnd
RandomTask_71,71,1,5,BackEnd
RandomTask_380,380,1,9,BackEnd FrontEnd
RandomTask_225,225,1,8,Design FrontEnd
RandomTask_274,274,1,4,BackEnd
RandomTask_383,383,1,6,Design
RandomTask_317,317,1,6,Design FrontEnd
RandomTask_329,329,1,4,BackEnd FrontEnd
RandomTask_140,140,1,10,BackEnd Design FrontEnd
RandomTask_209,209,1,9,BackEnd
RandomTask_14,14,1,8,BackEnd
RandomTask_339,339,1,6,Design FrontEnd
RandomTask_326,326,1,2,FrontEnd
RandomTask_301,301,1,6,BackEnd FrontEnd
RandomTask_308,308,1,10,BackEnd Design FrontEnd
RandomTask_278,278,1,9,BackEnd Design FrontEnd
RandomTask_392,392,1,9,FrontEnd
RandomTask_5,5,1,6,FrontEnd
RandomTask_293,293,1,5,BackEnd FrontEnd
RandomTask_204,204,1,1,BackEnd Design
RandomTask_73,73,1,10,Design FrontEnd
RandomTask_135,135,1,10,BackEnd Design
RandomTask_181,181,1,8,BackEnd
RandomTask_352,352,1,1,BackEnd Design
RandomTask_134,134,1,3,BackEnd FrontEnd
RandomTask_154,154,1,3,FrontEnd
RandomTask_88,88,1,5,Design
RandomTask_298,298,1,2,BackEnd FrontEnd
RandomTask_336,336,1,3,BackEnd FrontEnd
RandomTask_202,202,1,2,BackEnd
RandomTask_275,275,1,3,BackEnd
RandomTask_229,229,1,10,BackEnd
RandomTask_16,16,1,9,BackEnd FrontEnd
RandomTask_101,101,1,6,BackEnd
RandomTask_157,157,1,8,BackEnd
RandomTask_261,261,1,6,Design
RandomTask_11,11,1,10,BackEnd FrontEnd
RandomTask_25,25,1,4,BackEnd
RandomTask_228,228,1,2,Design FrontEnd
RandomTask_170,170,1,4,BackEnd Design
RandomTask_391,391,1,2,Design
RandomTask_337,337,1,3,BackEnd FrontEnd
RandomTask_268,268,1,7,BackEnd Design FrontEnd
