sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_267,267,1,1,1,BackEnd
RandomTask_31,31,1,2,4,BackEnd FrontEnd
RandomTask_321,321,1,1,4,BackEnd FrontEnd
RandomTask_277,277,1,4,7,BackEnd Design
RandomTask_206,206,1,4,4,BackEnd
RandomTask_96,96,1,7,2,BackEnd Design FrontEnd
RandomTask_309,309,1,7,6,Design
RandomTask_253,253,1,9,3,FrontEnd
RandomTask_21,21,1,5,7,FrontEnd
RandomTask_362,362,1,10,1,Design
RandomTask_395,395,1,3,3,Design
RandomTask_216,216,1,6,4,BackEnd FrontEnd
RandomTask_74,74,1,7,6,BackEnd Design
RandomTask_310,310,1,4,3,Design FrontEnd
RandomTask_305,305,1,1,3,Design FrontEnd
RandomTask_105,105,1,8,7,BackEnd Design FrontEnd
RandomTask_144,144,1,10,2,Design FrontEnd
RandomTask_79,79,1,2,7,Design FrontEnd
RandomTask_127,127,1,2,2,Design FrontEnd
RandomTask_236,236,1,5,6,Design FrontEnd
RandomTask_290,290,1,9,1,BackEnd Design FrontEnd
RandomTask_233,233,1,8,4,BackEnd FrontEnd
RandomTask_8,8,1,2,7,Design FrontEnd
RandomTask_208,208,1,2,4,Design
RandomTask_193,193,1,4,2,Design FrontEnd
RandomTask_295,295,1,7,3,BackEnd
RandomTask_201,201,1,5,1,FrontEnd
RandomTask_100,100,1,6,4,FrontEnd
RandomTask_189,189,1,6,3,BackEnd Design FrontEnd
RandomTask_284,284,1,10,6,BackEnd Design FrontEnd
RandomTask_349,349,1,6,1,BackEnd Design
RandomTask_330,330,1,10,7,BackEnd Design FrontEnd
RandomTask_145,145,1,9,2,FrontEnd
RandomTask_226,226,1,4,6,BackEnd Design FrontEnd
RandomTask_168,168,1,6,4,Design FrontEnd
RandomTask_291,291,1,4,1,BackEnd Design FrontEnd
RandomTask_121,121,1,9,3,BackEnd Design FrontEnd
