sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_366,366,1,5,1,Design FrontEnd
RandomTask_271,271,1,5,6,BackEnd Design
RandomTask_200,200,1,5,2,BackEnd
RandomTask_198,198,1,6,3,Design FrontEnd
RandomTask_382,382,1,7,4,BackEnd
RandomTask_147,147,1,8,7,Design
RandomTask_232,232,1,3,2,BackEnd Design FrontEnd
RandomTask_292,292,1,1,7,BackEnd Design FrontEnd
RandomTask_171,171,1,6,1,FrontEnd
RandomTask_146,146,1,6,6,Design
RandomTask_318,318,1,6,3,BackEnd FrontEnd
RandomTask_76,76,1,1,1,FrontEnd
RandomTask_227,227,1,5,2,BackEnd FrontEnd
RandomTask_339,339,1,6,7,Design FrontEnd
RandomTask_363,363,1,4,6,BackEnd Design FrontEnd
RandomTask_274,274,1,4,3,BackEnd
RandomTask_153,153,1,4,1,BackEnd Design
RandomTask_285,285,1,1,6,Design
RandomTask_241,241,1,4,2,BackEnd Design
RandomTask_330,330,1,10,4,BackEnd Design FrontEnd
RandomTask_206,206,1,4,1,BackEnd
RandomTask_355,355,1,5,3,Design
RandomTask_143,143,1,8,7,Design
RandomTask_14,14,1,8,6,BackEnd
