sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_249,249,1,9,BackEnd
RandomTask_337,337,1,3,BackEnd FrontEnd
RandomTask_92,92,1,8,Design
RandomTask_306,306,1,2,BackEnd
RandomTask_273,273,1,1,Design
RandomTask_185,185,1,3,FrontEnd
RandomTask_108,108,1,10,BackEnd Design FrontEnd
RandomTask_90,90,1,4,FrontEnd
RandomTask_327,327,1,1,BackEnd FrontEnd
RandomTask_3,3,1,7,Design
RandomTask_109,109,1,9,BackEnd Design FrontEnd
RandomTask_262,262,1,7,Design FrontEnd
RandomTask_280,280,1,3,Design
RandomTask_181,181,1,8,BackEnd
RandomTask_378,378,1,8,BackEnd Design
RandomTask_391,391,1,2,Design
RandomTask_348,348,1,6,FrontEnd
RandomTask_147,147,1,8,Design
RandomTask_317,317,1,6,Design FrontEnd
RandomTask_25,25,1,4,BackEnd
RandomTask_300,300,1,3,BackEnd
RandomTask_347,347,1,5,FrontEnd
RandomTask_226,226,1,4,BackEnd Design FrontEnd
RandomTask_227,227,1,5,BackEnd FrontEnd
RandomTask_335,335,1,1,Design FrontEnd
RandomTask_247,247,1,7,BackEnd
RandomTask_26,26,1,9,BackEnd FrontEnd
RandomTask_155,155,1,6,BackEnd
RandomTask_265,265,1,6,FrontEnd
RandomTask_31,31,1,2,BackEnd FrontEnd
RandomTask_254,254,1,2,Design FrontEnd
RandomTask_164,164,1,3,BackEnd
RandomTask_65,65,1,4,Design
RandomTask_194,194,1,5,Design FrontEnd
RandomTask_47,47,1,10,BackEnd
RandomTask_215,215,1,10,Design FrontEnd
RandomTask_286,286,1,5,Design
RandomTask_128,128,1,6,BackEnd Design FrontEnd
RandomTask_50,50,1,9,BackEnd Design FrontEnd
RandomTask_314,314,1,1,BackEnd Design FrontEnd
RandomTask_161,161,1,7,BackEnd FrontEnd
RandomTask_252,252,1,5,BackEnd Design FrontEnd
RandomTask_316,316,1,4,BackEnd FrontEnd
RandomTask_261,261,1,6,Design
RandomTask_59,59,1,1,FrontEnd
RandomTask_87,87,1,9,Design
RandomTask_284,284,1,10,BackEnd Design FrontEnd
RandomTask_220,220,1,3,BackEnd Design
RandomTask_14,14,1,8,BackEnd
RandomTask_357,357,1,9,Design
RandomTask_271,271,1,5,BackEnd Design
RandomTask_157,157,1,8,BackEnd
