sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_342,342,1,1,6,Design
RandomTask_368,368,1,1,1,BackEnd Design
RandomTask_321,321,1,1,7,BackEnd FrontEnd
RandomTask_305,305,1,1,2,Design FrontEnd
RandomTask_322,322,1,1,4,BackEnd FrontEnd
RandomTask_400,400,1,1,3,BackEnd FrontEnd
RandomTask_58,58,1,1,1,BackEnd Design FrontEnd
RandomTask_391,391,1,2,6,Design
RandomTask_162,162,1,1,7,BackEnd Design FrontEnd
RandomTask_243,243,1,3,2,FrontEnd
RandomTask_31,31,1,2,4,BackEnd FrontEnd
RandomTask_331,331,1,2,3,BackEnd FrontEnd
RandomTask_4,4,1,3,6,BackEnd Design
RandomTask_8,8,1,2,1,Design FrontEnd
RandomTask_311,311,1,5,7,FrontEnd
RandomTask_51,51,1,6,2,FrontEnd
RandomTask_103,103,1,5,3,Design
RandomTask_333,333,1,6,4,FrontEnd
RandomTask_110,110,1,6,6,Design
RandomTask_124,124,1,7,1,BackEnd
RandomTask_329,329,1,4,7,BackEnd FrontEnd
RandomTask_174,174,1,7,3,BackEnd
RandomTask_319,319,1,5,2,Design FrontEnd
RandomTask_165,165,1,7,6,Design
RandomTask_295,295,1,7,1,BackEnd
RandomTask_30,30,1,7,4,BackEnd FrontEnd
RandomTask_39,39,1,5,3,BackEnd Design
RandomTask_84,84,1,6,6,BackEnd Design
RandomTask_120,120,1,6,7,BackEnd Design FrontEnd
RandomTask_74,74,1,7,3,BackEnd Design
RandomTask_222,222,1,10,1,BackEnd
RandomTask_61,61,1,9,6,BackEnd Design
RandomTask_26,26,1,9,2,BackEnd FrontEnd
RandomTask_272,272,1,9,4,Design FrontEnd
RandomTask_276,276,1,10,7,Design FrontEnd
