sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_116,116,1,1,2,Design
RandomTask_111,111,1,1,1,Design
RandomTask_109,109,1,1,3,BackEnd FrontEnd
RandomTask_124,124,1,1,6,Design FrontEnd
RandomTask_114,114,1,2,4,FrontEnd
RandomTask_105,105,1,2,7,BackEnd
RandomTask_126,126,1,2,2,Design FrontEnd
RandomTask_110,110,1,3,7,BackEnd Design FrontEnd
RandomTask_104,104,1,3,1,FrontEnd
RandomTask_125,125,1,3,3,Design FrontEnd
RandomTask_119,119,1,6,4,FrontEnd
RandomTask_121,121,1,5,6,FrontEnd
RandomTask_97,97,1,7,7,BackEnd
RandomTask_123,123,1,5,2,Design
RandomTask_107,107,1,4,1,Design FrontEnd
RandomTask_115,115,1,4,3,BackEnd Design FrontEnd
RandomTask_101,101,1,9,4,FrontEnd
RandomTask_112,112,1,5,6,Design FrontEnd
RandomTask_118,118,1,5,2,BackEnd Design
RandomTask_103,103,1,10,7,BackEnd
RandomTask_106,106,1,6,1,Design FrontEnd
RandomTask_122,122,1,6,3,BackEnd Design
RandomTask_102,102,1,9,4,FrontEnd
RandomTask_120,120,1,8,6,BackEnd FrontEnd
RandomTask_108,108,1,9,7,BackEnd FrontEnd
RandomTask_100,100,1,8,1,BackEnd Design FrontEnd
RandomTask_99,99,1,9,2,BackEnd FrontEnd
RandomTask_117,117,1,9,3,BackEnd FrontEnd
RandomTask_98,98,1,10,4,BackEnd Design FrontEnd
RandomTask_113,113,1,10,6,BackEnd Design FrontEnd
