sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_371,371,1,1,BackEnd Design
RandomTask_248,248,1,1,BackEnd Design
RandomTask_236,236,1,5,Design FrontEnd
RandomTask_284,284,1,10,BackEnd Design FrontEnd
RandomTask_203,203,1,6,FrontEnd
RandomTask_25,25,1,4,BackEnd
RandomTask_393,393,1,10,BackEnd Design
RandomTask_184,184,1,7,BackEnd FrontEnd
RandomTask_21,21,1,5,FrontEnd
RandomTask_196,196,1,1,FrontEnd
RandomTask_13,13,1,1,BackEnd FrontEnd
RandomTask_119,119,1,5,Design
RandomTask_167,167,1,4,Design FrontEnd
RandomTask_349,349,1,6,BackEnd Design
RandomTask_396,396,1,8,Design FrontEnd
RandomTask_296,296,1,9,BackEnd
RandomTask_147,147,1,8,Design
RandomTask_286,286,1,5,Design
RandomTask_269,269,1,3,Design
RandomTask_197,197,1,2,BackEnd Design
RandomTask_70,70,1,5,BackEnd FrontEnd
RandomTask_151,151,1,6,BackEnd FrontEnd
RandomTask_353,353,1,3,BackEnd
RandomTask_16,16,1,9,BackEnd FrontEnd
RandomTask_45,45,1,9,BackEnd Design
