sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_80,80,1,10,BackEnd FrontEnd
RandomTask_218,218,1,1,BackEnd FrontEnd
RandomTask_370,370,1,6,BackEnd Design
RandomTask_20,20,1,7,BackEnd Design FrontEnd
RandomTask_48,48,1,1,Design FrontEnd
RandomTask_233,233,1,8,BackEnd FrontEnd
RandomTask_313,313,1,5,BackEnd Design FrontEnd
RandomTask_122,122,1,1,BackEnd FrontEnd
RandomTask_139,139,1,3,BackEnd
RandomTask_208,208,1,2,Design
RandomTask_224,224,1,10,Design
RandomTask_360,360,1,3,BackEnd FrontEnd
RandomTask_325,325,1,5,BackEnd Design
RandomTask_93,93,1,3,Design FrontEnd
RandomTask_85,85,1,2,BackEnd
RandomTask_150,150,1,1,Design FrontEnd
RandomTask_245,245,1,6,Design
RandomTask_352,352,1,1,BackEnd Design
RandomTask_59,59,1,1,FrontEnd
RandomTask_172,172,1,10,Design FrontEnd
RandomTask_54,54,1,1,FrontEnd
RandomTask_279,279,1,8,FrontEnd
RandomTask_388,388,1,1,BackEnd
RandomTask_341,341,1,10,Design
RandomTask_114,114,1,2,Design FrontEnd
RandomTask_42,42,1,5,BackEnd
RandomTask_108,108,1,10,BackEnd Design FrontEnd
RandomTask_337,337,1,3,BackEnd FrontEnd
RandomTask_365,365,1,3,BackEnd FrontEnd
RandomTask_61,61,1,9,BackEnd Design
RandomTask_6,6,1,6,BackEnd
RandomTask_343,343,1,9,BackEnd FrontEnd
RandomTask_380,380,1,9,BackEnd FrontEnd
RandomTask_202,202,1,2,BackEnd
RandomTask_221,221,1,7,BackEnd FrontEnd
RandomTask_357,357,1,9,Design
RandomTask_115,115,1,10,BackEnd Design FrontEnd
RandomTask_363,363,1,4,BackEnd Design FrontEnd
RandomTask_209,209,1,9,BackEnd
RandomTask_400,400,1,1,BackEnd FrontEnd
RandomTask_286,286,1,5,Design
RandomTask_297,297,1,8,Design FrontEnd
RandomTask_158,158,1,10,Design
RandomTask_261,261,1,6,Design
RandomTask_364,364,1,2,BackEnd FrontEnd
RandomTask_161,161,1,7,BackEnd FrontEnd
RandomTask_30,30,1,7,BackEnd FrontEnd
