sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_375,375,1,9,BackEnd FrontEnd
RandomTask_119,119,1,5,Design
RandomTask_50,50,1,9,BackEnd Design FrontEnd
RandomTask_254,254,1,2,Design FrontEnd
RandomTask_297,297,1,8,Design FrontEnd
RandomTask_255,255,1,7,FrontEnd
RandomTask_173,173,1,3,Design
RandomTask_22,22,1,3,BackEnd FrontEnd
RandomTask_212,212,1,10,BackEnd
RandomTask_15,15,1,8,BackEnd Design
RandomTask_122,122,1,1,BackEnd FrontEnd
RandomTask_387,387,1,2,BackEnd Design FrontEnd
RandomTask_398,398,1,7,FrontEnd
RandomTask_57,57,1,4,BackEnd Design FrontEnd
RandomTask_99,99,1,4,FrontEnd
RandomTask_315,315,1,3,FrontEnd
RandomTask_248,248,1,1,BackEnd Design
RandomTask_341,341,1,10,Design
RandomTask_52,52,1,1,BackEnd Design FrontEnd
RandomTask_141,141,1,8,Design
RandomTask_163,163,1,7,BackEnd Design
RandomTask_47,47,1,10,BackEnd
RandomTask_118,118,1,9,BackEnd FrontEnd
RandomTask_112,112,1,6,BackEnd Design FrontEnd
RandomTask_147,147,1,8,Design
RandomTask_199,199,1,8,BackEnd Design
RandomTask_174,174,1,7,BackEnd
