sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_76,76,1,1,4,FrontEnd
RandomTask_85,85,1,2,2,BackEnd
RandomTask_150,150,1,1,4,Design FrontEnd
RandomTask_182,182,1,3,1,BackEnd
RandomTask_243,243,1,3,6,FrontEnd
RandomTask_91,91,1,1,4,Design FrontEnd
RandomTask_65,65,1,4,3,Design
RandomTask_13,13,1,1,6,BackEnd FrontEnd
RandomTask_287,287,1,1,4,BackEnd Design FrontEnd
RandomTask_245,245,1,6,7,Design
RandomTask_283,283,1,2,6,Design FrontEnd
RandomTask_200,200,1,5,2,BackEnd
RandomTask_246,246,1,5,1,BackEnd
RandomTask_2,2,1,6,3,Design
RandomTask_167,167,1,4,4,Design FrontEnd
RandomTask_232,232,1,3,6,BackEnd Design FrontEnd
RandomTask_92,92,1,8,7,Design
RandomTask_220,220,1,3,4,BackEnd Design
RandomTask_149,149,1,3,6,BackEnd Design
RandomTask_249,249,1,9,2,BackEnd
RandomTask_296,296,1,9,1,BackEnd
RandomTask_303,303,1,10,3,Design
RandomTask_72,72,1,5,7,Design FrontEnd
RandomTask_313,313,1,5,1,BackEnd Design FrontEnd
RandomTask_84,84,1,6,2,BackEnd Design
RandomTask_242,242,1,7,4,Design FrontEnd
RandomTask_104,104,1,7,6,BackEnd FrontEnd
RandomTask_207,207,1,7,7,Design FrontEnd
RandomTask_252,252,1,5,1,BackEnd Design FrontEnd
RandomTask_378,378,1,8,3,BackEnd Design
RandomTask_377,377,1,5,2,BackEnd Design FrontEnd
RandomTask_367,367,1,8,4,Design FrontEnd
RandomTask_396,396,1,8,6,Design FrontEnd
RandomTask_40,40,1,6,7,BackEnd Design FrontEnd
RandomTask_61,61,1,9,1,BackEnd Design
RandomTask_256,256,1,10,3,BackEnd Design
RandomTask_80,80,1,10,4,BackEnd FrontEnd
RandomTask_49,49,1,9,2,BackEnd FrontEnd
