sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_347,347,1,5,FrontEnd
RandomTask_226,226,1,4,BackEnd Design FrontEnd
RandomTask_227,227,1,5,BackEnd FrontEnd
RandomTask_335,335,1,1,Design FrontEnd
RandomTask_247,247,1,7,BackEnd
RandomTask_26,26,1,9,BackEnd FrontEnd
RandomTask_155,155,1,6,BackEnd
RandomTask_265,265,1,6,FrontEnd
RandomTask_31,31,1,2,BackEnd FrontEnd
RandomTask_254,254,1,2,Design FrontEnd
RandomTask_164,164,1,3,BackEnd
RandomTask_65,65,1,4,Design
RandomTask_194,194,1,5,Design FrontEnd
RandomTask_47,47,1,10,BackEnd
RandomTask_215,215,1,10,Design FrontEnd
RandomTask_286,286,1,5,Design
RandomTask_128,128,1,6,BackEnd Design FrontEnd
RandomTask_50,50,1,9,BackEnd Design FrontEnd
RandomTask_314,314,1,1,BackEnd Design FrontEnd
RandomTask_161,161,1,7,BackEnd FrontEnd
RandomTask_252,252,1,5,BackEnd Design FrontEnd
RandomTask_316,316,1,4,BackEnd FrontEnd
RandomTask_261,261,1,6,Design
RandomTask_59,59,1,1,FrontEnd
RandomTask_87,87,1,9,Design
RandomTask_284,284,1,10,BackEnd Design FrontEnd
RandomTask_220,220,1,3,BackEnd Design
RandomTask_14,14,1,8,BackEnd
RandomTask_357,357,1,9,Design
RandomTask_271,271,1,5,BackEnd Design
RandomTask_157,157,1,8,BackEnd
RandomTask_107,107,1,6,FrontEnd
RandomTask_113,113,1,2,BackEnd Design
RandomTask_19,19,1,2,FrontEnd
RandomTask_204,204,1,1,BackEnd Design
RandomTask_203,203,1,6,FrontEnd
RandomTask_54,54,1,1,FrontEnd
RandomTask_201,201,1,5,FrontEnd
RandomTask_103,103,1,5,Design
RandomTask_11,11,1,10,BackEnd FrontEnd
RandomTask_52,52,1,1,BackEnd Design FrontEnd
RandomTask_240,240,1,2,BackEnd FrontEnd
RandomTask_118,118,1,9,BackEnd FrontEnd
RandomTask_371,371,1,1,BackEnd Design
RandomTask_309,309,1,7,Design
RandomTask_160,160,1,9,Design
RandomTask_246,246,1,5,BackEnd
RandomTask_326,326,1,2,FrontEnd
RandomTask_375,375,1,9,BackEnd FrontEnd
RandomTask_283,283,1,2,Design FrontEnd
RandomTask_276,276,1,10,Design FrontEnd
RandomTask_89,89,1,2,BackEnd Design FrontEnd
