sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_213,213,1,4,Design FrontEnd
RandomTask_376,376,1,8,BackEnd Design FrontEnd
RandomTask_184,184,1,7,BackEnd FrontEnd
RandomTask_373,373,1,5,Design
RandomTask_140,140,1,10,BackEnd Design FrontEnd
RandomTask_343,343,1,9,BackEnd FrontEnd
RandomTask_241,241,1,4,BackEnd Design
RandomTask_175,175,1,4,Design FrontEnd
RandomTask_278,278,1,9,BackEnd Design FrontEnd
RandomTask_374,374,1,7,BackEnd FrontEnd
RandomTask_255,255,1,7,FrontEnd
RandomTask_295,295,1,7,BackEnd
RandomTask_257,257,1,9,Design
RandomTask_363,363,1,4,BackEnd Design FrontEnd
RandomTask_73,73,1,10,Design FrontEnd
RandomTask_61,61,1,9,BackEnd Design
RandomTask_51,51,1,6,FrontEnd
RandomTask_205,205,1,9,BackEnd
RandomTask_117,117,1,1,FrontEnd
RandomTask_146,146,1,6,Design
RandomTask_224,224,1,10,Design
RandomTask_242,242,1,7,Design FrontEnd
RandomTask_360,360,1,3,BackEnd FrontEnd
RandomTask_304,304,1,8,FrontEnd
RandomTask_151,151,1,6,BackEnd FrontEnd
RandomTask_29,29,1,5,FrontEnd
RandomTask_18,18,1,1,BackEnd Design FrontEnd
RandomTask_111,111,1,4,FrontEnd
RandomTask_75,75,1,5,BackEnd
RandomTask_141,141,1,8,Design
RandomTask_187,187,1,3,BackEnd FrontEnd
RandomTask_136,136,1,3,FrontEnd
RandomTask_196,196,1,1,FrontEnd
RandomTask_292,292,1,1,BackEnd Design FrontEnd
RandomTask_10,10,1,8,Design
RandomTask_170,170,1,4,BackEnd Design
RandomTask_80,80,1,10,BackEnd FrontEnd
RandomTask_192,192,1,6,BackEnd Design
RandomTask_237,237,1,3,BackEnd
RandomTask_38,38,1,6,Design FrontEnd
RandomTask_178,178,1,3,BackEnd Design FrontEnd
