sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_230,230,1,9,BackEnd FrontEnd
RandomTask_12,12,1,5,BackEnd Design
RandomTask_384,384,1,1,BackEnd
RandomTask_171,171,1,6,FrontEnd
RandomTask_211,211,1,2,Design FrontEnd
RandomTask_231,231,1,7,BackEnd Design FrontEnd
RandomTask_362,362,1,10,Design
RandomTask_158,158,1,10,Design
RandomTask_139,139,1,3,BackEnd
RandomTask_266,266,1,9,FrontEnd
RandomTask_329,329,1,4,BackEnd FrontEnd
RandomTask_106,106,1,4,BackEnd Design FrontEnd
RandomTask_341,341,1,10,Design
RandomTask_202,202,1,2,BackEnd
RandomTask_340,340,1,10,Design
RandomTask_338,338,1,5,FrontEnd
RandomTask_84,84,1,6,BackEnd Design
RandomTask_85,85,1,2,BackEnd
RandomTask_239,239,1,10,Design
RandomTask_45,45,1,9,BackEnd Design
RandomTask_142,142,1,9,BackEnd Design
RandomTask_279,279,1,8,FrontEnd
RandomTask_167,167,1,4,Design FrontEnd
RandomTask_122,122,1,1,BackEnd FrontEnd
RandomTask_312,312,1,4,BackEnd Design FrontEnd
RandomTask_299,299,1,8,Design
RandomTask_2,2,1,6,Design
RandomTask_200,200,1,5,BackEnd
RandomTask_238,238,1,3,BackEnd Design FrontEnd
RandomTask_97,97,1,3,Design
RandomTask_267,267,1,1,BackEnd
RandomTask_235,235,1,7,BackEnd
RandomTask_191,191,1,8,Design
RandomTask_229,229,1,10,BackEnd
RandomTask_358,358,1,3,Design FrontEnd
RandomTask_364,364,1,2,BackEnd FrontEnd
RandomTask_355,355,1,5,Design
RandomTask_366,366,1,5,Design FrontEnd
RandomTask_123,123,1,10,Design
RandomTask_96,96,1,7,BackEnd Design FrontEnd
RandomTask_46,46,1,7,BackEnd
RandomTask_213,213,1,4,Design FrontEnd
RandomTask_376,376,1,8,BackEnd Design FrontEnd
RandomTask_184,184,1,7,BackEnd FrontEnd
