sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_271,271,1,5,BackEnd Design
RandomTask_157,157,1,8,BackEnd
RandomTask_107,107,1,6,FrontEnd
RandomTask_113,113,1,2,BackEnd Design
RandomTask_19,19,1,2,FrontEnd
RandomTask_204,204,1,1,BackEnd Design
RandomTask_203,203,1,6,FrontEnd
RandomTask_54,54,1,1,FrontEnd
RandomTask_201,201,1,5,FrontEnd
RandomTask_103,103,1,5,Design
RandomTask_11,11,1,10,BackEnd FrontEnd
RandomTask_52,52,1,1,BackEnd Design FrontEnd
RandomTask_240,240,1,2,BackEnd FrontEnd
RandomTask_118,118,1,9,BackEnd FrontEnd
RandomTask_371,371,1,1,BackEnd Design
RandomTask_309,309,1,7,Design
RandomTask_160,160,1,9,Design
RandomTask_246,246,1,5,BackEnd
RandomTask_326,326,1,2,FrontEnd
RandomTask_375,375,1,9,BackEnd FrontEnd
RandomTask_283,283,1,2,Design FrontEnd
RandomTask_276,276,1,10,Design FrontEnd
RandomTask_89,89,1,2,BackEnd Design FrontEnd
RandomTask_180,180,1,2,BackEnd
RandomTask_207,207,1,7,Design FrontEnd
RandomTask_274,274,1,4,BackEnd
RandomTask_353,353,1,3,BackEnd
RandomTask_398,398,1,7,FrontEnd
