sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_174,174,1,7,BackEnd
RandomTask_398,398,1,7,FrontEnd
RandomTask_333,333,1,6,FrontEnd
RandomTask_365,365,1,3,BackEnd FrontEnd
RandomTask_305,305,1,1,Design FrontEnd
RandomTask_188,188,1,7,Design FrontEnd
RandomTask_288,288,1,10,BackEnd
RandomTask_125,125,1,3,BackEnd
RandomTask_176,176,1,10,Design FrontEnd
RandomTask_154,154,1,3,FrontEnd
RandomTask_387,387,1,2,BackEnd Design FrontEnd
RandomTask_264,264,1,7,BackEnd FrontEnd
RandomTask_281,281,1,3,BackEnd Design FrontEnd
RandomTask_267,267,1,1,BackEnd
RandomTask_193,193,1,4,Design FrontEnd
