sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_194,194,1,5,Design FrontEnd
RandomTask_18,18,1,1,BackEnd Design FrontEnd
RandomTask_88,88,1,5,Design
RandomTask_163,163,1,7,BackEnd Design
RandomTask_61,61,1,9,BackEnd Design
RandomTask_240,240,1,2,BackEnd FrontEnd
RandomTask_356,356,1,10,BackEnd FrontEnd
RandomTask_199,199,1,8,BackEnd Design
RandomTask_391,391,1,2,Design
RandomTask_107,107,1,6,FrontEnd
RandomTask_108,108,1,10,BackEnd Design FrontEnd
RandomTask_209,209,1,9,BackEnd
RandomTask_106,106,1,4,BackEnd Design FrontEnd
RandomTask_23,23,1,10,Design
RandomTask_279,279,1,8,FrontEnd
RandomTask_294,294,1,10,BackEnd Design
RandomTask_12,12,1,5,BackEnd Design
RandomTask_151,151,1,6,BackEnd FrontEnd
RandomTask_64,64,1,5,BackEnd Design
