sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_262,262,1,7,Design FrontEnd
RandomTask_14,14,1,8,BackEnd
RandomTask_69,69,1,5,Design FrontEnd
RandomTask_242,242,1,7,Design FrontEnd
RandomTask_189,189,1,6,BackEnd Design FrontEnd
RandomTask_78,78,1,9,FrontEnd
RandomTask_152,152,1,1,FrontEnd
RandomTask_39,39,1,5,BackEnd Design
RandomTask_370,370,1,6,BackEnd Design
RandomTask_317,317,1,6,Design FrontEnd
RandomTask_266,266,1,9,FrontEnd
RandomTask_56,56,1,6,Design FrontEnd
RandomTask_45,45,1,9,BackEnd Design
RandomTask_208,208,1,2,Design
RandomTask_50,50,1,9,BackEnd Design FrontEnd
RandomTask_115,115,1,10,BackEnd Design FrontEnd
RandomTask_58,58,1,1,BackEnd Design FrontEnd
RandomTask_291,291,1,4,BackEnd Design FrontEnd
RandomTask_108,108,1,10,BackEnd Design FrontEnd
RandomTask_161,161,1,7,BackEnd FrontEnd
RandomTask_253,253,1,9,FrontEnd
RandomTask_341,341,1,10,Design
RandomTask_95,95,1,2,Design
