sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_11,11,1,10,BackEnd FrontEnd
RandomTask_269,269,1,3,Design
RandomTask_382,382,1,7,BackEnd
RandomTask_2,2,1,6,Design
RandomTask_242,242,1,7,Design FrontEnd
RandomTask_283,283,1,2,Design FrontEnd
RandomTask_364,364,1,2,BackEnd FrontEnd
RandomTask_287,287,1,1,BackEnd Design FrontEnd
RandomTask_236,236,1,5,Design FrontEnd
RandomTask_6,6,1,6,BackEnd
RandomTask_135,135,1,10,BackEnd Design
RandomTask_178,178,1,3,BackEnd Design FrontEnd
RandomTask_41,41,1,6,FrontEnd
RandomTask_195,195,1,9,FrontEnd
RandomTask_296,296,1,9,BackEnd
RandomTask_251,251,1,8,BackEnd Design FrontEnd
RandomTask_348,348,1,6,FrontEnd
RandomTask_337,337,1,3,BackEnd FrontEnd
RandomTask_273,273,1,1,Design
RandomTask_238,238,1,3,BackEnd Design FrontEnd
RandomTask_27,27,1,4,FrontEnd
RandomTask_66,66,1,10,FrontEnd
RandomTask_338,338,1,5,FrontEnd
RandomTask_137,137,1,4,Design FrontEnd
RandomTask_37,37,1,6,BackEnd
RandomTask_355,355,1,5,Design
RandomTask_50,50,1,9,BackEnd Design FrontEnd
RandomTask_334,334,1,10,BackEnd FrontEnd
RandomTask_322,322,1,1,BackEnd FrontEnd
RandomTask_120,120,1,6,BackEnd Design FrontEnd
RandomTask_22,22,1,3,BackEnd FrontEnd
RandomTask_291,291,1,4,BackEnd Design FrontEnd
RandomTask_205,205,1,9,BackEnd
RandomTask_379,379,1,1,BackEnd Design
RandomTask_307,307,1,3,BackEnd Design
RandomTask_121,121,1,9,BackEnd Design FrontEnd
RandomTask_97,97,1,3,Design
RandomTask_350,350,1,2,Design FrontEnd
RandomTask_255,255,1,7,FrontEnd
RandomTask_262,262,1,7,Design FrontEnd
RandomTask_8,8,1,2,Design FrontEnd
RandomTask_271,271,1,5,BackEnd Design
RandomTask_320,320,1,6,BackEnd Design FrontEnd
RandomTask_297,297,1,8,Design FrontEnd
RandomTask_311,311,1,5,FrontEnd
RandomTask_247,247,1,7,BackEnd
RandomTask_319,319,1,5,Design FrontEnd
RandomTask_272,272,1,9,Design FrontEnd
RandomTask_365,365,1,3,BackEnd FrontEnd
RandomTask_398,398,1,7,FrontEnd
RandomTask_306,306,1,2,BackEnd
RandomTask_277,277,1,4,BackEnd Design
RandomTask_185,185,1,3,FrontEnd
RandomTask_86,86,1,10,BackEnd
RandomTask_400,400,1,1,BackEnd FrontEnd
