sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_266,266,1,9,FrontEnd
RandomTask_185,185,1,3,FrontEnd
RandomTask_325,325,1,5,BackEnd Design
RandomTask_43,43,1,4,BackEnd
RandomTask_288,288,1,10,BackEnd
RandomTask_347,347,1,5,FrontEnd
RandomTask_129,129,1,3,Design
RandomTask_82,82,1,10,Design
RandomTask_395,395,1,3,Design
RandomTask_340,340,1,10,Design
RandomTask_296,296,1,9,BackEnd
RandomTask_229,229,1,10,BackEnd
RandomTask_223,223,1,9,BackEnd Design
RandomTask_33,33,1,8,BackEnd
RandomTask_201,201,1,5,FrontEnd
RandomTask_100,100,1,6,FrontEnd
RandomTask_164,164,1,3,BackEnd
RandomTask_139,139,1,3,BackEnd
RandomTask_52,52,1,1,BackEnd Design FrontEnd
RandomTask_228,228,1,2,Design FrontEnd
RandomTask_262,262,1,7,Design FrontEnd
RandomTask_369,369,1,6,FrontEnd
RandomTask_199,199,1,8,BackEnd Design
RandomTask_237,237,1,3,BackEnd
RandomTask_104,104,1,7,BackEnd FrontEnd
RandomTask_371,371,1,1,BackEnd Design
RandomTask_251,251,1,8,BackEnd Design FrontEnd
RandomTask_359,359,1,2,BackEnd FrontEnd
RandomTask_389,389,1,3,Design FrontEnd
RandomTask_34,34,1,8,BackEnd Design FrontEnd
RandomTask_281,281,1,3,BackEnd Design FrontEnd
RandomTask_337,337,1,3,BackEnd FrontEnd
