sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_120,120,1,6,BackEnd Design FrontEnd
RandomTask_61,61,1,9,BackEnd Design
RandomTask_329,329,1,4,BackEnd FrontEnd
RandomTask_122,122,1,1,BackEnd FrontEnd
RandomTask_134,134,1,3,BackEnd FrontEnd
RandomTask_167,167,1,4,Design FrontEnd
RandomTask_211,211,1,2,Design FrontEnd
RandomTask_123,123,1,10,Design
RandomTask_222,222,1,10,BackEnd
RandomTask_342,342,1,1,Design
RandomTask_173,173,1,3,Design
RandomTask_246,246,1,5,BackEnd
RandomTask_260,260,1,3,Design
RandomTask_316,316,1,4,BackEnd FrontEnd
RandomTask_325,325,1,5,BackEnd Design
RandomTask_239,239,1,10,Design
RandomTask_115,115,1,10,BackEnd Design FrontEnd
RandomTask_277,277,1,4,BackEnd Design
RandomTask_253,253,1,9,FrontEnd
RandomTask_284,284,1,10,BackEnd Design FrontEnd
RandomTask_388,388,1,1,BackEnd
RandomTask_332,332,1,5,BackEnd
RandomTask_142,142,1,9,BackEnd Design
RandomTask_384,384,1,1,BackEnd
RandomTask_130,130,1,6,BackEnd FrontEnd
RandomTask_153,153,1,4,BackEnd Design
RandomTask_25,25,1,4,BackEnd
RandomTask_368,368,1,1,BackEnd Design
RandomTask_14,14,1,8,BackEnd
RandomTask_259,259,1,9,BackEnd Design
RandomTask_399,399,1,8,Design
RandomTask_33,33,1,8,BackEnd
RandomTask_164,164,1,3,BackEnd
RandomTask_276,276,1,10,Design FrontEnd
