sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_82,82,1,10,Design
RandomTask_393,393,1,10,BackEnd Design
RandomTask_115,115,1,10,BackEnd Design FrontEnd
RandomTask_190,190,1,5,BackEnd
RandomTask_55,55,1,7,BackEnd
RandomTask_173,173,1,3,Design
RandomTask_152,152,1,1,FrontEnd
RandomTask_245,245,1,6,Design
RandomTask_113,113,1,2,BackEnd Design
RandomTask_96,96,1,7,BackEnd Design FrontEnd
RandomTask_88,88,1,5,Design
RandomTask_59,59,1,1,FrontEnd
RandomTask_344,344,1,10,BackEnd Design
RandomTask_169,169,1,5,Design FrontEnd
RandomTask_348,348,1,6,FrontEnd
RandomTask_242,242,1,7,Design FrontEnd
RandomTask_312,312,1,4,BackEnd Design FrontEnd
RandomTask_85,85,1,2,BackEnd
RandomTask_94,94,1,8,FrontEnd
RandomTask_315,315,1,3,FrontEnd
RandomTask_208,208,1,2,Design
RandomTask_288,288,1,10,BackEnd
RandomTask_184,184,1,7,BackEnd FrontEnd
RandomTask_329,329,1,4,BackEnd FrontEnd
RandomTask_66,66,1,10,FrontEnd
RandomTask_347,347,1,5,FrontEnd
RandomTask_400,400,1,1,BackEnd FrontEnd
RandomTask_127,127,1,2,Design FrontEnd
RandomTask_306,306,1,2,BackEnd
RandomTask_367,367,1,8,Design FrontEnd
