sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_349,349,1,6,BackEnd Design
RandomTask_159,159,1,7,Design
RandomTask_324,324,1,1,BackEnd
RandomTask_114,114,1,2,Design FrontEnd
RandomTask_390,390,1,4,Design FrontEnd
RandomTask_86,86,1,10,BackEnd
RandomTask_289,289,1,2,BackEnd
RandomTask_245,245,1,6,Design
RandomTask_352,352,1,1,BackEnd Design
RandomTask_198,198,1,6,Design FrontEnd
RandomTask_400,400,1,1,BackEnd FrontEnd
RandomTask_17,17,1,10,Design FrontEnd
RandomTask_366,366,1,5,Design FrontEnd
RandomTask_347,347,1,5,FrontEnd
RandomTask_2,2,1,6,Design
RandomTask_308,308,1,10,BackEnd Design FrontEnd
RandomTask_53,53,1,3,Design
RandomTask_273,273,1,1,Design
RandomTask_286,286,1,5,Design
RandomTask_374,374,1,7,BackEnd FrontEnd
RandomTask_163,163,1,7,BackEnd Design
RandomTask_101,101,1,6,BackEnd
RandomTask_381,381,1,3,Design
RandomTask_47,47,1,10,BackEnd
RandomTask_333,333,1,6,FrontEnd
RandomTask_23,23,1,10,Design
RandomTask_79,79,1,2,Design FrontEnd
RandomTask_341,341,1,10,Design
RandomTask_178,178,1,3,BackEnd Design FrontEnd
RandomTask_386,386,1,5,BackEnd
RandomTask_269,269,1,3,Design
