sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_55,55,1,7,BackEnd
RandomTask_177,177,1,5,BackEnd FrontEnd
RandomTask_268,268,1,7,BackEnd Design FrontEnd
RandomTask_286,286,1,5,Design
RandomTask_338,338,1,5,FrontEnd
RandomTask_114,114,1,2,Design FrontEnd
RandomTask_381,381,1,3,Design
RandomTask_9,9,1,6,BackEnd Design FrontEnd
RandomTask_271,271,1,5,BackEnd Design
RandomTask_389,389,1,3,Design FrontEnd
RandomTask_293,293,1,5,BackEnd FrontEnd
RandomTask_205,205,1,9,BackEnd
RandomTask_40,40,1,6,BackEnd Design FrontEnd
RandomTask_95,95,1,2,Design
RandomTask_372,372,1,10,Design FrontEnd
RandomTask_93,93,1,3,Design FrontEnd
RandomTask_185,185,1,3,FrontEnd
RandomTask_397,397,1,7,BackEnd FrontEnd
RandomTask_172,172,1,10,Design FrontEnd
RandomTask_256,256,1,10,BackEnd Design
RandomTask_179,179,1,4,Design
RandomTask_111,111,1,4,FrontEnd
RandomTask_274,274,1,4,BackEnd
RandomTask_130,130,1,6,BackEnd FrontEnd
RandomTask_41,41,1,6,FrontEnd
RandomTask_86,86,1,10,BackEnd
RandomTask_391,391,1,2,Design
RandomTask_62,62,1,10,Design
RandomTask_277,277,1,4,BackEnd Design
RandomTask_279,279,1,8,FrontEnd
RandomTask_320,320,1,6,BackEnd Design FrontEnd
RandomTask_364,364,1,2,BackEnd FrontEnd
RandomTask_143,143,1,8,Design
RandomTask_150,150,1,1,Design FrontEnd
RandomTask_229,229,1,10,BackEnd
RandomTask_165,165,1,7,Design
RandomTask_298,298,1,2,BackEnd FrontEnd
