sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_49,49,1,9,BackEnd FrontEnd
RandomTask_338,338,1,5,FrontEnd
RandomTask_56,56,1,6,Design FrontEnd
RandomTask_50,50,1,9,BackEnd Design FrontEnd
RandomTask_225,225,1,8,Design FrontEnd
RandomTask_340,340,1,10,Design
RandomTask_96,96,1,7,BackEnd Design FrontEnd
RandomTask_120,120,1,6,BackEnd Design FrontEnd
RandomTask_61,61,1,9,BackEnd Design
RandomTask_329,329,1,4,BackEnd FrontEnd
RandomTask_122,122,1,1,BackEnd FrontEnd
RandomTask_134,134,1,3,BackEnd FrontEnd
RandomTask_167,167,1,4,Design FrontEnd
RandomTask_211,211,1,2,Design FrontEnd
RandomTask_123,123,1,10,Design
RandomTask_222,222,1,10,BackEnd
RandomTask_342,342,1,1,Design
RandomTask_173,173,1,3,Design
RandomTask_246,246,1,5,BackEnd
RandomTask_260,260,1,3,Design
RandomTask_316,316,1,4,BackEnd FrontEnd
RandomTask_325,325,1,5,BackEnd Design
RandomTask_239,239,1,10,Design
