sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_2,2,1,6,Design
RandomTask_308,308,1,10,BackEnd Design FrontEnd
RandomTask_53,53,1,3,Design
RandomTask_273,273,1,1,Design
RandomTask_286,286,1,5,Design
RandomTask_374,374,1,7,BackEnd FrontEnd
RandomTask_163,163,1,7,BackEnd Design
RandomTask_101,101,1,6,BackEnd
RandomTask_381,381,1,3,Design
RandomTask_47,47,1,10,BackEnd
RandomTask_333,333,1,6,FrontEnd
RandomTask_23,23,1,10,Design
RandomTask_79,79,1,2,Design FrontEnd
RandomTask_341,341,1,10,Design
RandomTask_178,178,1,3,BackEnd Design FrontEnd
RandomTask_386,386,1,5,BackEnd
RandomTask_269,269,1,3,Design
RandomTask_140,140,1,10,BackEnd Design FrontEnd
RandomTask_185,185,1,3,FrontEnd
RandomTask_219,219,1,1,BackEnd Design
RandomTask_70,70,1,5,BackEnd FrontEnd
RandomTask_16,16,1,9,BackEnd FrontEnd
RandomTask_208,208,1,2,Design
RandomTask_236,236,1,5,Design FrontEnd
RandomTask_43,43,1,4,BackEnd
RandomTask_274,274,1,4,BackEnd
RandomTask_387,387,1,2,BackEnd Design FrontEnd
