sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_160,160,1,9,Design
RandomTask_203,203,1,6,FrontEnd
RandomTask_305,305,1,1,Design FrontEnd
RandomTask_307,307,1,3,BackEnd Design
RandomTask_96,96,1,7,BackEnd Design FrontEnd
RandomTask_53,53,1,3,Design
RandomTask_370,370,1,6,BackEnd Design
RandomTask_113,113,1,2,BackEnd Design
RandomTask_368,368,1,1,BackEnd Design
RandomTask_395,395,1,3,Design
RandomTask_100,100,1,6,FrontEnd
RandomTask_231,231,1,7,BackEnd Design FrontEnd
RandomTask_164,164,1,3,BackEnd
RandomTask_379,379,1,1,BackEnd Design
RandomTask_390,390,1,4,Design FrontEnd
RandomTask_340,340,1,10,Design
RandomTask_155,155,1,6,BackEnd
RandomTask_265,265,1,6,FrontEnd
RandomTask_161,161,1,7,BackEnd FrontEnd
RandomTask_75,75,1,5,BackEnd
RandomTask_383,383,1,6,Design
RandomTask_139,139,1,3,BackEnd
RandomTask_212,212,1,10,BackEnd
RandomTask_122,122,1,1,BackEnd FrontEnd
RandomTask_239,239,1,10,Design
RandomTask_199,199,1,8,BackEnd Design
RandomTask_365,365,1,3,BackEnd FrontEnd
RandomTask_66,66,1,10,FrontEnd
RandomTask_158,158,1,10,Design
RandomTask_249,249,1,9,BackEnd
RandomTask_211,211,1,2,Design FrontEnd
RandomTask_133,133,1,6,Design FrontEnd
RandomTask_335,335,1,1,Design FrontEnd
RandomTask_16,16,1,9,BackEnd FrontEnd
RandomTask_306,306,1,2,BackEnd
RandomTask_302,302,1,2,Design
RandomTask_331,331,1,2,BackEnd FrontEnd
RandomTask_296,296,1,9,BackEnd
RandomTask_353,353,1,3,BackEnd
RandomTask_380,380,1,9,BackEnd FrontEnd
RandomTask_285,285,1,1,Design
RandomTask_322,322,1,1,BackEnd FrontEnd
RandomTask_400,400,1,1,BackEnd FrontEnd
RandomTask_382,382,1,7,BackEnd
RandomTask_182,182,1,3,BackEnd
RandomTask_35,35,1,2,BackEnd FrontEnd
RandomTask_78,78,1,9,FrontEnd
RandomTask_394,394,1,3,FrontEnd
RandomTask_189,189,1,6,BackEnd Design FrontEnd
RandomTask_121,121,1,9,BackEnd Design FrontEnd
RandomTask_140,140,1,10,BackEnd Design FrontEnd
RandomTask_360,360,1,3,BackEnd FrontEnd
