sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_253,253,1,9,FrontEnd
RandomTask_284,284,1,10,BackEnd Design FrontEnd
RandomTask_388,388,1,1,BackEnd
RandomTask_332,332,1,5,BackEnd
RandomTask_142,142,1,9,BackEnd Design
RandomTask_384,384,1,1,BackEnd
RandomTask_130,130,1,6,BackEnd FrontEnd
RandomTask_153,153,1,4,BackEnd Design
RandomTask_25,25,1,4,BackEnd
RandomTask_368,368,1,1,BackEnd Design
RandomTask_14,14,1,8,BackEnd
RandomTask_259,259,1,9,BackEnd Design
RandomTask_399,399,1,8,Design
RandomTask_33,33,1,8,BackEnd
RandomTask_164,164,1,3,BackEnd
