sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_324,324,1,1,2,BackEnd
RandomTask_342,342,1,1,7,Design
RandomTask_305,305,1,1,1,FrontEnd Design
RandomTask_335,335,1,1,6,FrontEnd Design
RandomTask_352,352,1,1,7,BackEnd Design
RandomTask_306,306,1,2,4,BackEnd
RandomTask_326,326,1,2,3,FrontEnd
RandomTask_350,350,1,2,1,FrontEnd Design
RandomTask_351,351,1,2,6,Design
RandomTask_353,353,1,3,2,BackEnd
RandomTask_307,307,1,3,7,BackEnd Design
RandomTask_315,315,1,3,3,FrontEnd
RandomTask_354,354,1,3,1,FrontEnd Design
RandomTask_310,310,1,4,6,FrontEnd Design
RandomTask_328,328,1,5,4,BackEnd
RandomTask_332,332,1,5,2,BackEnd
RandomTask_321,321,1,1,4,BackEnd FrontEnd
RandomTask_322,322,1,1,2,BackEnd FrontEnd
RandomTask_325,325,1,5,7,BackEnd Design
RandomTask_314,314,1,1,2,BackEnd FrontEnd Design
RandomTask_327,327,1,1,4,BackEnd FrontEnd
RandomTask_311,311,1,5,3,FrontEnd
RandomTask_319,319,1,5,1,FrontEnd Design
RandomTask_338,338,1,5,6,FrontEnd
RandomTask_331,331,1,2,2,BackEnd FrontEnd
RandomTask_336,336,1,3,4,BackEnd FrontEnd
RandomTask_355,355,1,5,7,Design
RandomTask_337,337,1,3,2,BackEnd FrontEnd
RandomTask_347,347,1,5,3,FrontEnd
RandomTask_317,317,1,6,1,FrontEnd Design
RandomTask_333,333,1,6,6,FrontEnd
RandomTask_323,323,1,4,2,BackEnd FrontEnd
RandomTask_316,316,1,4,4,BackEnd FrontEnd
RandomTask_349,349,1,6,7,BackEnd Design
RandomTask_348,348,1,6,3,FrontEnd
RandomTask_339,339,1,6,1,FrontEnd Design
RandomTask_329,329,1,4,2,BackEnd FrontEnd
RandomTask_312,312,1,4,4,BackEnd FrontEnd Design
RandomTask_309,309,1,7,6,Design
RandomTask_318,318,1,6,2,BackEnd FrontEnd
RandomTask_304,304,1,8,3,FrontEnd
RandomTask_357,357,1,9,7,Design
RandomTask_346,346,1,8,1,FrontEnd
RandomTask_313,313,1,5,4,BackEnd FrontEnd Design
RandomTask_320,320,1,6,2,BackEnd FrontEnd Design
RandomTask_340,340,1,10,6,Design
RandomTask_345,345,1,6,3,BackEnd FrontEnd Design
RandomTask_341,341,1,10,7,Design
RandomTask_343,343,1,9,1,BackEnd FrontEnd
RandomTask_334,334,1,10,4,BackEnd FrontEnd
RandomTask_344,344,1,10,2,BackEnd Design
RandomTask_308,308,1,10,6,BackEnd FrontEnd Design
RandomTask_356,356,1,10,3,BackEnd FrontEnd
RandomTask_330,330,1,10,7,BackEnd FrontEnd Design
