sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_324,324,1,1,1,BackEnd
RandomTask_342,342,1,1,7,Design
RandomTask_19,19,1,2,6,FrontEnd
RandomTask_243,243,1,3,4,FrontEnd
RandomTask_182,182,1,3,2,BackEnd
RandomTask_129,129,1,3,3,Design
RandomTask_260,260,1,3,7,Design
RandomTask_328,328,1,5,1,BackEnd
RandomTask_90,90,1,4,6,FrontEnd
RandomTask_27,27,1,4,4,FrontEnd
RandomTask_18,18,1,1,1,BackEnd Design FrontEnd
RandomTask_355,355,1,5,3,Design
RandomTask_48,48,1,1,1,Design FrontEnd
RandomTask_124,124,1,7,2,BackEnd
RandomTask_3,3,1,7,7,Design
RandomTask_240,240,1,2,1,BackEnd FrontEnd
RandomTask_311,311,1,5,6,FrontEnd
RandomTask_77,77,1,7,4,FrontEnd
RandomTask_220,220,1,3,2,BackEnd Design
RandomTask_93,93,1,3,7,Design FrontEnd
RandomTask_138,138,1,3,1,BackEnd Design FrontEnd
RandomTask_213,213,1,4,6,Design FrontEnd
RandomTask_224,224,1,10,3,Design
RandomTask_57,57,1,4,7,BackEnd Design FrontEnd
RandomTask_177,177,1,5,4,BackEnd FrontEnd
RandomTask_227,227,1,5,2,BackEnd FrontEnd
RandomTask_370,370,1,6,1,BackEnd Design
RandomTask_339,339,1,6,6,Design FrontEnd
RandomTask_163,163,1,7,3,BackEnd Design
RandomTask_74,74,1,7,7,BackEnd Design
RandomTask_161,161,1,7,4,BackEnd FrontEnd
RandomTask_252,252,1,5,1,BackEnd Design FrontEnd
RandomTask_104,104,1,7,2,BackEnd FrontEnd
RandomTask_189,189,1,6,6,BackEnd Design FrontEnd
RandomTask_270,270,1,8,3,BackEnd Design
RandomTask_259,259,1,9,7,BackEnd Design
RandomTask_223,223,1,9,1,BackEnd Design
RandomTask_372,372,1,10,4,Design FrontEnd
RandomTask_121,121,1,1,1,BackEnd Design FrontEnd
RandomTask_256,256,1,10,2,BackEnd Design
RandomTask_251,251,1,8,6,BackEnd Design FrontEnd
RandomTask_115,115,1,4,1,BackEnd Design FrontEnd
RandomTask_109,109,1,9,3,BackEnd Design FrontEnd
RandomTask_115,115,1,6,4,BackEnd Design FrontEnd
RandomTask_121,121,1,8,7,BackEnd Design FrontEnd
