sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_170,170,1,4,BackEnd Design
RandomTask_285,285,1,1,Design
RandomTask_208,208,1,2,Design
RandomTask_201,201,1,5,FrontEnd
RandomTask_352,352,1,1,BackEnd Design
RandomTask_245,245,1,6,Design
RandomTask_303,303,1,10,Design
RandomTask_254,254,1,2,Design FrontEnd
RandomTask_173,173,1,3,Design
RandomTask_49,49,1,9,BackEnd FrontEnd
RandomTask_111,111,1,4,FrontEnd
RandomTask_386,386,1,5,BackEnd
RandomTask_68,68,1,7,BackEnd Design
RandomTask_37,37,1,6,BackEnd
RandomTask_375,375,1,9,BackEnd FrontEnd
RandomTask_339,339,1,6,Design FrontEnd
RandomTask_163,163,1,7,BackEnd Design
RandomTask_115,115,1,10,BackEnd Design FrontEnd
RandomTask_161,161,1,7,BackEnd FrontEnd
RandomTask_57,57,1,4,BackEnd Design FrontEnd
RandomTask_19,19,1,2,FrontEnd
RandomTask_177,177,1,5,BackEnd FrontEnd
RandomTask_243,243,1,3,FrontEnd
RandomTask_182,182,1,3,BackEnd
RandomTask_251,251,1,8,BackEnd Design FrontEnd
RandomTask_256,256,1,10,BackEnd Design
RandomTask_18,18,1,1,BackEnd Design FrontEnd
RandomTask_93,93,1,3,Design FrontEnd
RandomTask_109,109,1,9,BackEnd Design FrontEnd
RandomTask_324,324,1,1,BackEnd
RandomTask_372,372,1,10,Design FrontEnd
RandomTask_124,124,1,7,BackEnd
RandomTask_270,270,1,8,BackEnd Design
RandomTask_220,220,1,3,BackEnd Design
RandomTask_121,121,1,9,BackEnd Design FrontEnd
RandomTask_90,90,1,4,FrontEnd
RandomTask_355,355,1,5,Design
RandomTask_259,259,1,9,BackEnd Design
RandomTask_213,213,1,4,Design FrontEnd
RandomTask_104,104,1,7,BackEnd FrontEnd
RandomTask_328,328,1,5,BackEnd
RandomTask_48,48,1,1,Design FrontEnd
RandomTask_129,129,1,3,Design
RandomTask_74,74,1,7,BackEnd Design
RandomTask_77,77,1,7,FrontEnd
RandomTask_342,342,1,1,Design
RandomTask_227,227,1,5,BackEnd FrontEnd
RandomTask_240,240,1,2,BackEnd FrontEnd
RandomTask_27,27,1,4,FrontEnd
RandomTask_138,138,1,3,BackEnd Design FrontEnd
RandomTask_223,223,1,9,BackEnd Design
RandomTask_311,311,1,5,FrontEnd
RandomTask_252,252,1,5,BackEnd Design FrontEnd
RandomTask_224,224,1,10,Design
RandomTask_189,189,1,6,BackEnd Design FrontEnd
RandomTask_260,260,1,3,Design
