sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_367,367,1,8,Design FrontEnd
RandomTask_69,69,1,5,Design FrontEnd
RandomTask_304,304,1,8,FrontEnd
RandomTask_229,229,1,10,BackEnd
RandomTask_101,101,1,6,BackEnd
RandomTask_198,198,1,6,Design FrontEnd
RandomTask_157,157,1,8,BackEnd
RandomTask_397,397,1,7,BackEnd FrontEnd
RandomTask_308,308,1,10,BackEnd Design FrontEnd
RandomTask_162,162,1,1,BackEnd Design FrontEnd
RandomTask_2,2,1,6,Design
RandomTask_128,128,1,6,BackEnd Design FrontEnd
RandomTask_185,185,1,3,FrontEnd
RandomTask_50,50,1,9,BackEnd Design FrontEnd
RandomTask_155,155,1,6,BackEnd
RandomTask_207,207,1,7,Design FrontEnd
RandomTask_374,374,1,7,BackEnd FrontEnd
RandomTask_239,239,1,10,Design
RandomTask_265,265,1,6,FrontEnd
RandomTask_183,183,1,9,FrontEnd
RandomTask_214,214,1,6,BackEnd Design
RandomTask_179,179,1,4,Design
RandomTask_149,149,1,3,BackEnd Design
RandomTask_310,310,1,4,Design FrontEnd
RandomTask_400,400,1,1,BackEnd FrontEnd
RandomTask_319,319,1,5,Design FrontEnd
RandomTask_272,272,1,9,Design FrontEnd
RandomTask_321,321,1,1,BackEnd FrontEnd
RandomTask_266,266,1,9,FrontEnd
RandomTask_153,153,1,4,BackEnd Design
RandomTask_316,316,1,4,BackEnd FrontEnd
RandomTask_51,51,1,6,FrontEnd
RandomTask_127,127,1,2,Design FrontEnd
RandomTask_120,120,1,6,BackEnd Design FrontEnd
RandomTask_325,325,1,5,BackEnd Design
RandomTask_91,91,1,1,Design FrontEnd
RandomTask_144,144,1,10,Design FrontEnd
RandomTask_331,331,1,2,BackEnd FrontEnd
RandomTask_204,204,1,1,BackEnd Design
RandomTask_392,392,1,9,FrontEnd
RandomTask_247,247,1,7,BackEnd
RandomTask_199,199,1,8,BackEnd Design
RandomTask_210,210,1,3,BackEnd Design
RandomTask_377,377,1,5,BackEnd Design FrontEnd
RandomTask_99,99,1,4,FrontEnd
RandomTask_165,165,1,7,Design
RandomTask_358,358,1,3,Design FrontEnd
RandomTask_136,136,1,3,FrontEnd
RandomTask_376,376,1,8,BackEnd Design FrontEnd
RandomTask_44,44,1,10,Design FrontEnd
RandomTask_191,191,1,8,Design
