sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_157,157,1,8,BackEnd
RandomTask_52,52,1,1,BackEnd Design FrontEnd
RandomTask_225,225,1,8,Design FrontEnd
RandomTask_340,340,1,10,Design
RandomTask_235,235,1,7,BackEnd
RandomTask_197,197,1,2,BackEnd Design
RandomTask_168,168,1,6,Design FrontEnd
RandomTask_28,28,1,6,BackEnd FrontEnd
RandomTask_389,389,1,3,Design FrontEnd
RandomTask_158,158,1,10,Design
RandomTask_121,121,1,9,BackEnd Design FrontEnd
RandomTask_118,118,1,9,BackEnd FrontEnd
RandomTask_161,161,1,7,BackEnd FrontEnd
RandomTask_254,254,1,2,Design FrontEnd
RandomTask_135,135,1,10,BackEnd Design
RandomTask_104,104,1,7,BackEnd FrontEnd
RandomTask_233,233,1,8,BackEnd FrontEnd
RandomTask_134,134,1,3,BackEnd FrontEnd
RandomTask_65,65,1,4,Design
RandomTask_323,323,1,4,BackEnd FrontEnd
RandomTask_313,313,1,5,BackEnd Design FrontEnd
RandomTask_224,224,1,10,Design
RandomTask_282,282,1,4,BackEnd FrontEnd
RandomTask_317,317,1,6,Design FrontEnd
RandomTask_20,20,1,7,BackEnd Design FrontEnd
RandomTask_129,129,1,3,Design
RandomTask_64,64,1,5,BackEnd Design
RandomTask_18,18,1,1,BackEnd Design FrontEnd
RandomTask_53,53,1,3,Design
RandomTask_102,102,1,9,Design
RandomTask_234,234,1,3,FrontEnd
RandomTask_207,207,1,7,Design FrontEnd
