sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_94,94,1,7,FrontEnd
RandomTask_30,30,1,7,BackEnd FrontEnd
RandomTask_248,248,1,1,BackEnd Design
RandomTask_193,193,1,4,Design FrontEnd
RandomTask_110,110,1,6,Design
RandomTask_252,252,1,5,BackEnd Design FrontEnd
RandomTask_81,81,1,5,BackEnd Design FrontEnd
RandomTask_67,67,1,2,BackEnd Design FrontEnd
RandomTask_264,264,1,7,BackEnd FrontEnd
RandomTask_207,207,1,7,Design FrontEnd
RandomTask_315,315,1,3,FrontEnd
RandomTask_15,15,1,8,BackEnd Design
RandomTask_159,159,1,7,Design
RandomTask_260,260,1,3,Design
RandomTask_44,44,1,10,Design FrontEnd
RandomTask_39,39,1,5,BackEnd Design
RandomTask_386,386,1,5,BackEnd
RandomTask_32,32,1,4,Design
RandomTask_304,304,1,8,FrontEnd
RandomTask_217,217,1,4,BackEnd Design
RandomTask_251,251,1,8,BackEnd Design FrontEnd
RandomTask_166,166,1,7,BackEnd FrontEnd
RandomTask_387,387,1,2,BackEnd Design FrontEnd
RandomTask_103,103,1,5,Design
RandomTask_219,219,1,1,BackEnd Design
RandomTask_187,187,1,3,BackEnd FrontEnd
RandomTask_80,80,1,10,BackEnd FrontEnd
RandomTask_69,69,1,5,Design FrontEnd
RandomTask_116,116,1,10,FrontEnd
RandomTask_118,118,1,9,BackEnd FrontEnd
RandomTask_301,301,1,6,BackEnd FrontEnd
RandomTask_115,115,1,10,BackEnd Design FrontEnd
RandomTask_170,170,1,4,BackEnd Design
RandomTask_23,23,1,10,Design
RandomTask_191,191,1,8,Design
RandomTask_171,171,1,6,FrontEnd
