sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_34,34,1,8,BackEnd Design FrontEnd
RandomTask_281,281,1,3,BackEnd Design FrontEnd
RandomTask_337,337,1,3,BackEnd FrontEnd
RandomTask_301,301,1,6,BackEnd FrontEnd
RandomTask_387,387,1,2,BackEnd Design FrontEnd
RandomTask_358,358,1,3,Design FrontEnd
RandomTask_116,116,1,10,FrontEnd
RandomTask_257,257,1,9,Design
RandomTask_246,246,1,5,BackEnd
RandomTask_193,193,1,4,Design FrontEnd
RandomTask_383,383,1,6,Design
RandomTask_17,17,1,10,Design FrontEnd
RandomTask_214,214,1,6,BackEnd Design
RandomTask_365,365,1,3,BackEnd FrontEnd
RandomTask_83,83,1,3,BackEnd Design
RandomTask_286,286,1,5,Design
RandomTask_153,153,1,4,BackEnd Design
RandomTask_316,316,1,4,BackEnd FrontEnd
RandomTask_232,232,1,3,BackEnd Design FrontEnd
RandomTask_312,312,1,4,BackEnd Design FrontEnd
RandomTask_179,179,1,4,Design
RandomTask_59,59,1,1,FrontEnd
RandomTask_9,9,1,6,BackEnd Design FrontEnd
RandomTask_176,176,1,10,Design FrontEnd
RandomTask_79,79,1,2,Design FrontEnd
RandomTask_196,196,1,1,FrontEnd
RandomTask_197,197,1,2,BackEnd Design
RandomTask_274,274,1,4,BackEnd
RandomTask_170,170,1,4,BackEnd Design
RandomTask_101,101,1,6,BackEnd
RandomTask_354,354,1,3,Design FrontEnd
RandomTask_24,24,1,1,Design
RandomTask_172,172,1,10,Design FrontEnd
RandomTask_77,77,1,7,FrontEnd
RandomTask_81,81,1,5,BackEnd Design FrontEnd
RandomTask_367,367,1,8,Design FrontEnd
RandomTask_89,89,1,2,BackEnd Design FrontEnd
RandomTask_363,363,1,4,BackEnd Design FrontEnd
RandomTask_261,261,1,6,Design
RandomTask_206,206,1,4,BackEnd
RandomTask_332,332,1,5,BackEnd
RandomTask_155,155,1,6,BackEnd
RandomTask_328,328,1,5,BackEnd
RandomTask_327,327,1,1,BackEnd FrontEnd
RandomTask_148,148,1,4,Design FrontEnd
RandomTask_217,217,1,4,BackEnd Design
RandomTask_399,399,1,8,Design
