sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_39,39,1,5,2,BackEnd Design
RandomTask_24,24,1,1,2,Design
RandomTask_38,38,1,6,6,Design FrontEnd
RandomTask_20,20,1,7,1,BackEnd Design FrontEnd
RandomTask_40,40,1,6,7,BackEnd Design FrontEnd
RandomTask_23,23,1,10,3,Design
RandomTask_34,34,1,8,4,BackEnd Design FrontEnd
RandomTask_32,32,1,4,2,Design
RandomTask_31,31,1,2,1,BackEnd FrontEnd
RandomTask_35,35,1,2,4,BackEnd FrontEnd
RandomTask_22,22,1,3,7,BackEnd FrontEnd
RandomTask_25,25,1,4,1,BackEnd
RandomTask_30,30,1,7,6,BackEnd FrontEnd
RandomTask_27,27,1,4,4,FrontEnd
RandomTask_36,36,1,3,4,BackEnd
RandomTask_28,28,1,6,2,BackEnd FrontEnd
RandomTask_21,21,1,5,1,FrontEnd
RandomTask_29,29,1,5,6,FrontEnd
RandomTask_33,33,1,8,7,BackEnd
RandomTask_26,26,1,9,3,BackEnd FrontEnd
RandomTask_37,37,1,6,4,BackEnd
RandomTask_41,41,1,6,1,FrontEnd
