sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_8,8,1,2,Design FrontEnd
RandomTask_225,225,1,8,Design FrontEnd
RandomTask_42,42,1,5,BackEnd
RandomTask_29,29,1,5,FrontEnd
RandomTask_40,40,1,6,BackEnd Design FrontEnd
RandomTask_241,241,1,4,BackEnd Design
RandomTask_1,1,1,8,BackEnd Design
RandomTask_60,60,1,10,Design
RandomTask_363,363,1,4,BackEnd Design FrontEnd
RandomTask_269,269,1,3,Design
RandomTask_197,197,1,2,BackEnd Design
RandomTask_326,326,1,2,FrontEnd
RandomTask_378,378,1,8,BackEnd Design
RandomTask_381,381,1,3,Design
RandomTask_333,333,1,6,FrontEnd
RandomTask_19,19,1,2,FrontEnd
RandomTask_177,177,1,5,BackEnd FrontEnd
RandomTask_250,250,1,9,BackEnd Design FrontEnd
RandomTask_62,62,1,10,Design
RandomTask_239,239,1,10,Design
RandomTask_16,16,1,9,BackEnd FrontEnd
RandomTask_136,136,1,3,FrontEnd
RandomTask_229,229,1,10,BackEnd
RandomTask_313,313,1,5,BackEnd Design FrontEnd
RandomTask_395,395,1,3,Design
RandomTask_270,270,1,8,BackEnd Design
RandomTask_295,295,1,7,BackEnd
RandomTask_104,104,1,7,BackEnd FrontEnd
RandomTask_94,94,1,8,FrontEnd
RandomTask_141,141,1,8,Design
RandomTask_237,237,1,3,BackEnd
RandomTask_132,132,1,7,BackEnd FrontEnd
RandomTask_149,149,1,3,BackEnd Design
RandomTask_33,33,1,8,BackEnd
RandomTask_218,218,1,1,BackEnd FrontEnd
RandomTask_151,151,1,6,BackEnd FrontEnd
RandomTask_63,63,1,5,BackEnd FrontEnd
RandomTask_391,391,1,2,Design
RandomTask_51,51,1,6,FrontEnd
RandomTask_46,46,1,7,BackEnd
RandomTask_185,185,1,3,FrontEnd
RandomTask_327,327,1,1,BackEnd FrontEnd
