sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_224,224,1,10,Design
RandomTask_300,300,1,3,BackEnd
RandomTask_344,344,1,10,BackEnd Design
RandomTask_7,7,1,6,Design
RandomTask_128,128,1,6,BackEnd Design FrontEnd
RandomTask_351,351,1,2,Design
RandomTask_236,236,1,5,Design FrontEnd
RandomTask_158,158,1,10,Design
RandomTask_264,264,1,7,BackEnd FrontEnd
RandomTask_122,122,1,1,BackEnd FrontEnd
RandomTask_182,182,1,3,BackEnd
RandomTask_140,140,1,10,BackEnd Design FrontEnd
RandomTask_184,184,1,7,BackEnd FrontEnd
RandomTask_303,303,1,10,Design
RandomTask_187,187,1,3,BackEnd FrontEnd
RandomTask_64,64,1,5,BackEnd Design
RandomTask_356,356,1,10,BackEnd FrontEnd
RandomTask_54,54,1,1,FrontEnd
RandomTask_35,35,1,2,BackEnd FrontEnd
RandomTask_289,289,1,2,BackEnd
RandomTask_183,183,1,9,FrontEnd
RandomTask_386,386,1,5,BackEnd
RandomTask_42,42,1,5,BackEnd
RandomTask_6,6,1,6,BackEnd
RandomTask_151,151,1,6,BackEnd FrontEnd
RandomTask_136,136,1,3,FrontEnd
RandomTask_102,102,1,9,Design
RandomTask_221,221,1,7,BackEnd FrontEnd
RandomTask_335,335,1,1,Design FrontEnd
RandomTask_73,73,1,10,Design FrontEnd
RandomTask_240,240,1,2,BackEnd FrontEnd
RandomTask_323,323,1,4,BackEnd FrontEnd
RandomTask_255,255,1,7,FrontEnd
RandomTask_27,27,1,4,FrontEnd
RandomTask_159,159,1,7,Design
RandomTask_210,210,1,3,BackEnd Design
RandomTask_277,277,1,4,BackEnd Design
RandomTask_314,314,1,1,BackEnd Design FrontEnd
RandomTask_107,107,1,6,FrontEnd
RandomTask_135,135,1,10,BackEnd Design
RandomTask_254,254,1,2,Design FrontEnd
RandomTask_370,370,1,6,BackEnd Design
RandomTask_252,252,1,5,BackEnd Design FrontEnd
RandomTask_244,244,1,10,FrontEnd
RandomTask_13,13,1,1,BackEnd FrontEnd
RandomTask_180,180,1,2,BackEnd
RandomTask_334,334,1,10,BackEnd FrontEnd
RandomTask_357,357,1,9,Design
RandomTask_143,143,1,8,Design
RandomTask_62,62,1,10,Design
RandomTask_88,88,1,5,Design
