sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_132,132,1,7,BackEnd FrontEnd
RandomTask_389,389,1,3,Design FrontEnd
RandomTask_23,23,1,10,Design
RandomTask_288,288,1,10,BackEnd
RandomTask_336,336,1,3,BackEnd FrontEnd
RandomTask_323,323,1,4,BackEnd FrontEnd
RandomTask_77,77,1,7,FrontEnd
RandomTask_127,127,1,2,Design FrontEnd
RandomTask_308,308,1,10,BackEnd Design FrontEnd
RandomTask_301,301,1,6,BackEnd FrontEnd
RandomTask_208,208,1,2,Design
RandomTask_177,177,1,5,BackEnd FrontEnd
RandomTask_354,354,1,3,Design FrontEnd
RandomTask_95,95,1,2,Design
RandomTask_79,79,1,2,Design FrontEnd
RandomTask_318,318,1,6,BackEnd FrontEnd
RandomTask_225,225,1,8,Design FrontEnd
RandomTask_395,395,1,3,Design
RandomTask_349,349,1,6,BackEnd Design
RandomTask_244,244,1,10,FrontEnd
RandomTask_268,268,1,7,BackEnd Design FrontEnd
RandomTask_333,333,1,6,FrontEnd
RandomTask_342,342,1,1,Design
RandomTask_115,115,1,10,BackEnd Design FrontEnd
RandomTask_91,91,1,1,Design FrontEnd
RandomTask_388,388,1,1,BackEnd
RandomTask_260,260,1,3,Design
RandomTask_195,195,1,9,FrontEnd
RandomTask_381,381,1,3,Design
RandomTask_32,32,1,4,Design
RandomTask_328,328,1,5,BackEnd
RandomTask_126,126,1,2,BackEnd Design FrontEnd
RandomTask_380,380,1,9,BackEnd FrontEnd
