sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_315,315,1,3,FrontEnd
RandomTask_248,248,1,1,BackEnd Design
RandomTask_341,341,1,10,Design
RandomTask_52,52,1,1,BackEnd Design FrontEnd
RandomTask_141,141,1,8,Design
RandomTask_163,163,1,7,BackEnd Design
RandomTask_47,47,1,10,BackEnd
RandomTask_118,118,1,9,BackEnd FrontEnd
RandomTask_112,112,1,6,BackEnd Design FrontEnd
RandomTask_147,147,1,8,Design
RandomTask_199,199,1,8,BackEnd Design
RandomTask_174,174,1,7,BackEnd
RandomTask_257,257,1,9,Design
RandomTask_286,286,1,5,Design
