sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_371,371,1,1,2,BackEnd Design
RandomTask_248,248,1,1,4,BackEnd Design
RandomTask_197,197,1,2,4,BackEnd Design
RandomTask_167,167,1,4,3,Design FrontEnd
RandomTask_236,236,1,5,6,Design FrontEnd
RandomTask_349,349,1,6,2,BackEnd Design
RandomTask_354,354,1,3,6,Design FrontEnd
RandomTask_13,13,1,1,6,BackEnd FrontEnd
RandomTask_393,393,1,10,7,BackEnd Design
RandomTask_45,45,1,9,4,BackEnd Design
RandomTask_396,396,1,8,3,Design FrontEnd
RandomTask_284,284,1,10,1,BackEnd Design FrontEnd
RandomTask_70,70,1,5,6,BackEnd FrontEnd
RandomTask_184,184,1,7,2,BackEnd FrontEnd
RandomTask_353,353,1,3,2,BackEnd
RandomTask_151,151,1,6,7,BackEnd FrontEnd
RandomTask_25,25,1,4,2,BackEnd
RandomTask_301,301,1,6,6,BackEnd FrontEnd
RandomTask_16,16,1,9,4,BackEnd FrontEnd
RandomTask_296,296,1,9,7,BackEnd
RandomTask_334,334,1,10,3,BackEnd FrontEnd
RandomTask_356,356,1,10,1,BackEnd FrontEnd
RandomTask_234,234,1,3,1,FrontEnd
RandomTask_203,203,1,6,6,FrontEnd
RandomTask_196,196,1,1,1,FrontEnd
RandomTask_21,21,1,5,3,FrontEnd
RandomTask_119,119,1,5,4,Design
RandomTask_147,147,1,8,2,Design
RandomTask_286,286,1,5,7,Design
RandomTask_269,269,1,3,6,Design
RandomTask_53,53,1,3,1,Design
