sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_357,357,1,9,Design
RandomTask_31,31,1,2,BackEnd FrontEnd
RandomTask_227,227,1,5,BackEnd FrontEnd
RandomTask_204,204,1,1,BackEnd Design
RandomTask_206,206,1,4,BackEnd
RandomTask_125,125,1,3,BackEnd
RandomTask_44,44,1,10,Design FrontEnd
RandomTask_48,48,1,1,Design FrontEnd
RandomTask_236,236,1,5,Design FrontEnd
RandomTask_106,106,1,4,BackEnd Design FrontEnd
RandomTask_112,112,1,6,BackEnd Design FrontEnd
RandomTask_168,168,1,6,Design FrontEnd
RandomTask_300,300,1,3,BackEnd
RandomTask_91,91,1,1,Design FrontEnd
RandomTask_155,155,1,6,BackEnd
RandomTask_315,315,1,3,FrontEnd
RandomTask_390,390,1,4,Design FrontEnd
RandomTask_379,379,1,1,BackEnd Design
RandomTask_64,64,1,5,BackEnd Design
RandomTask_338,338,1,5,FrontEnd
RandomTask_211,211,1,2,Design FrontEnd
RandomTask_384,384,1,1,BackEnd
RandomTask_73,73,1,10,Design FrontEnd
RandomTask_96,96,1,7,BackEnd Design FrontEnd
RandomTask_101,101,1,6,BackEnd
RandomTask_311,311,1,5,FrontEnd
RandomTask_400,400,1,1,BackEnd FrontEnd
RandomTask_226,226,1,4,BackEnd Design FrontEnd
RandomTask_392,392,1,9,FrontEnd
RandomTask_281,281,1,3,BackEnd Design FrontEnd
RandomTask_314,314,1,1,BackEnd Design FrontEnd
RandomTask_277,277,1,4,BackEnd Design
RandomTask_292,292,1,1,BackEnd Design FrontEnd
RandomTask_194,194,1,5,Design FrontEnd
RandomTask_135,135,1,10,BackEnd Design
RandomTask_103,103,1,5,Design
RandomTask_52,52,1,1,BackEnd Design FrontEnd
RandomTask_354,354,1,3,Design FrontEnd
