sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_247,247,1,7,BackEnd
RandomTask_89,89,1,2,BackEnd Design FrontEnd
RandomTask_144,144,1,10,Design FrontEnd
RandomTask_261,261,1,6,Design
RandomTask_104,104,1,7,BackEnd FrontEnd
RandomTask_312,312,1,4,BackEnd Design FrontEnd
RandomTask_87,87,1,9,Design
RandomTask_171,171,1,6,FrontEnd
RandomTask_354,354,1,3,Design FrontEnd
RandomTask_65,65,1,4,Design
RandomTask_141,141,1,8,Design
RandomTask_128,128,1,6,BackEnd Design FrontEnd
RandomTask_74,74,1,7,BackEnd Design
RandomTask_84,84,1,6,BackEnd Design
RandomTask_139,139,1,3,BackEnd
RandomTask_3,3,1,7,Design
RandomTask_383,383,1,6,Design
RandomTask_1,1,1,8,BackEnd Design
RandomTask_118,118,1,9,BackEnd FrontEnd
RandomTask_267,267,1,1,BackEnd
RandomTask_264,264,1,7,BackEnd FrontEnd
RandomTask_26,26,1,9,BackEnd FrontEnd
RandomTask_242,242,1,7,Design FrontEnd
RandomTask_336,336,1,3,BackEnd FrontEnd
RandomTask_393,393,1,10,BackEnd Design
RandomTask_355,355,1,5,Design
RandomTask_156,156,1,5,BackEnd FrontEnd
RandomTask_190,190,1,5,BackEnd
RandomTask_193,193,1,4,Design FrontEnd
RandomTask_330,330,1,10,BackEnd Design FrontEnd
RandomTask_175,175,1,4,Design FrontEnd
RandomTask_268,268,1,7,BackEnd Design FrontEnd
RandomTask_60,60,1,10,Design
RandomTask_229,229,1,10,BackEnd
RandomTask_220,220,1,3,BackEnd Design
RandomTask_278,278,1,9,BackEnd Design FrontEnd
RandomTask_131,131,1,3,FrontEnd
RandomTask_125,125,1,3,BackEnd
RandomTask_290,290,1,9,BackEnd Design FrontEnd
RandomTask_52,52,1,1,BackEnd Design FrontEnd
RandomTask_97,97,1,3,Design
RandomTask_133,133,1,6,Design FrontEnd
RandomTask_143,143,1,8,Design
