sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_60,60,1,10,Design
RandomTask_231,231,1,7,BackEnd Design FrontEnd
RandomTask_301,301,1,6,BackEnd FrontEnd
RandomTask_19,19,1,2,FrontEnd
RandomTask_12,12,1,5,BackEnd Design
RandomTask_181,181,1,8,BackEnd
RandomTask_163,163,1,7,BackEnd Design
RandomTask_275,275,1,3,BackEnd
RandomTask_261,261,1,6,Design
RandomTask_353,353,1,3,BackEnd
RandomTask_298,298,1,2,BackEnd FrontEnd
RandomTask_31,31,1,2,BackEnd FrontEnd
RandomTask_120,120,1,6,BackEnd Design FrontEnd
RandomTask_336,336,1,3,BackEnd FrontEnd
RandomTask_126,126,1,2,BackEnd Design FrontEnd
RandomTask_322,322,1,1,BackEnd FrontEnd
RandomTask_57,57,1,4,BackEnd Design FrontEnd
RandomTask_399,399,1,8,Design
RandomTask_368,368,1,1,BackEnd Design
RandomTask_110,110,1,6,Design
RandomTask_212,212,1,10,BackEnd
RandomTask_130,130,1,6,BackEnd FrontEnd
RandomTask_67,67,1,2,BackEnd Design FrontEnd
RandomTask_25,25,1,4,BackEnd
RandomTask_47,47,1,10,BackEnd
RandomTask_247,247,1,7,BackEnd
RandomTask_260,260,1,3,Design
RandomTask_266,266,1,9,FrontEnd
