sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_276,276,1,10,Design FrontEnd
RandomTask_362,362,1,10,Design
RandomTask_100,100,1,6,FrontEnd
RandomTask_192,192,1,6,BackEnd Design
RandomTask_21,21,1,5,FrontEnd
RandomTask_203,203,1,6,FrontEnd
RandomTask_150,150,1,1,Design FrontEnd
RandomTask_117,117,1,1,FrontEnd
RandomTask_5,5,1,6,FrontEnd
RandomTask_37,37,1,6,BackEnd
RandomTask_82,82,1,10,Design
RandomTask_393,393,1,10,BackEnd Design
RandomTask_115,115,1,10,BackEnd Design FrontEnd
RandomTask_190,190,1,5,BackEnd
