sep=,
TaskName,TaskID,Priority,StoryPoints,PerformerID,RequiredSkills
RandomTask_76,76,1,1,1,FrontEnd
RandomTask_134,134,1,3,2,BackEnd FrontEnd
RandomTask_232,232,1,3,3,BackEnd Design FrontEnd
RandomTask_275,275,1,3,1,BackEnd
RandomTask_106,106,1,4,6,BackEnd Design FrontEnd
RandomTask_300,300,1,3,2,BackEnd
RandomTask_315,315,1,3,3,FrontEnd
RandomTask_226,226,1,4,1,BackEnd Design FrontEnd
RandomTask_15,15,1,8,4,BackEnd Design
RandomTask_118,118,1,9,7,BackEnd FrontEnd
RandomTask_175,175,1,4,2,Design FrontEnd
RandomTask_273,273,1,1,2,Design
RandomTask_33,33,1,8,6,BackEnd
RandomTask_238,238,1,3,2,BackEnd Design FrontEnd
RandomTask_39,39,1,5,1,BackEnd Design
RandomTask_327,327,1,1,2,BackEnd FrontEnd
RandomTask_105,105,1,8,3,BackEnd Design FrontEnd
RandomTask_395,395,1,3,6,Design
RandomTask_186,186,1,7,7,BackEnd Design FrontEnd
RandomTask_278,278,1,9,4,BackEnd Design FrontEnd
